Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    3   286     3 -0.6137095 -0.0922981  0.4110775 
    3   286     4 -0.6206697 -0.1234986  0.4438546 
    3   287     1 -0.4804101 -0.1041634  0.4322045 
    3   287     2 -0.3931245 -0.0779663  0.4202503 
    3   287     3 -0.4898570 -0.1415596  0.4659392 
    3   287     4 -0.4027043 -0.1153987  0.4539998 
    3   288     1 -0.2564468 -0.0820655  0.4236256 
    3   288     2 -0.2663444 -0.1211022  0.4568258 
    3   288     3 -0.3430442 -0.1080439  0.4361794 
    3   288     4 -0.3531288 -0.1471375  0.4694074 
    3   289     1 -0.2051940 -0.1036291  0.4264296 
    3   289     2 -0.1205771 -0.0782538  0.4140104 
    3   289     3 -0.2142407 -0.1421285  0.4588246 
    3   289     4 -0.1276235 -0.1161468  0.4461062 
    3   290     1 -0.2220772 -0.0867393  0.4616988 
    3   290     2 -0.2135220 -0.0588745  0.4311407 
    3   290     3 -0.1411434 -0.0624627  0.4526765 
    3   290     4 -0.1322601 -0.0344854  0.4220653 
    3   291     1 -0.2670364 -0.0635881  0.4556197 
    3   291     2 -0.3421353 -0.0861140  0.4637101 
    3   291     3 -0.2596775 -0.0374916  0.4258423 
    3   291     4 -0.3364450 -0.0605095  0.4341020 
    3   292     1 -0.2583983 -0.2029888  0.4523748 
    3   292     2 -0.3518977 -0.2310319  0.4704408 
    3   292     3 -0.2436671 -0.1465506  0.4166102 
    3   292     4 -0.3370669 -0.1745691  0.4346603 
    3   293     1 -0.2182256 -0.2344720  0.3993088 
    3   293     2 -0.2386994 -0.3073419  0.4362265 
    3   293     3 -0.3144236 -0.2633938  0.4225141 
    3   293     4 -0.3349467 -0.3364789  0.4595397 
    3   294     1 -0.1585067 -0.2418315  0.3918032 
    3   294     2 -0.0689744 -0.2150388  0.3719396 
    3   294     3 -0.1763026 -0.3049836  0.4265378 
    3   294     4 -0.0872717 -0.2785050  0.4068727 
    3   295     1 -0.2009994 -0.2159139  0.4491393 
    3   295     2 -0.1879615 -0.1649148  0.4148539 
    3   295     3 -0.1123144 -0.1893127  0.4329604 
    3   295     4 -0.0996361 -0.1384192  0.3987390 
    3   296     1 -0.4809583 -0.2733360  0.4483143 
    3   296     2 -0.3759572 -0.2418525  0.4214948 
    3   296     3 -0.5045280 -0.3578599  0.4886207 
    3   296     4 -0.3997871 -0.3266409  0.4619503 
    3   297     1 -0.5072041 -0.2331107  0.4812613 
    3   297     2 -0.4917239 -0.1744373  0.4433545 
    3   297     3 -0.4088035 -0.2035567  0.4625774 
    3   297     4 -0.3933846 -0.1449077  0.4246862 
    3   298     1 -0.5624265 -0.1855149  0.4568855 
    3   298     2 -0.6666020 -0.2168284  0.4744135 
    3   298     3 -0.5484734 -0.1310281  0.4169792 
    3   298     4 -0.6531779 -0.1624379  0.4345495 
    3   299     1 -0.5444118 -0.2291392  0.4339267 
    3   299     2 -0.5705325 -0.3224535  0.4805018 
    3   299     3 -0.6654579 -0.2656273  0.4635935 
    3   299     4 -0.6924085 -0.3592836  0.5104151 
    3   300     1 -0.0773167 -0.0006720  0.4533322 
    3   300     2 -0.1396598 -0.0191392  0.4547281 
    3   300     3 -0.0674015  0.0087182  0.4292920 
    3   300     4 -0.1288864 -0.0094212  0.4303973 
    3   301     1 -0.0322478 -0.0019895  0.4165843 
    3   301     2 -0.0442747 -0.0257739  0.4458510 
    3   301     3 -0.1039669 -0.0230867  0.4227738 
    3   301     4 -0.1174588 -0.0478804  0.4529733 
    3   302     1  0.0165846 -0.0209292  0.3996170 
    3   302     2  0.0948299  0.0014592  0.3980741 
    3   302     3  0.0038593 -0.0371090  0.4308857 
    3   302     4  0.0754479 -0.0157908  0.4274096 
    3   303     1 -0.0354233 -0.0092503  0.4348979 
    3   303     2 -0.0268164 -0.0033328  0.4122307 
    3   303     3  0.0217437  0.0075337  0.4362278 
    3   303     4  0.0316264  0.0139150  0.4129880 
    3   304     1  0.6618418  0.0078463  0.0229147 
    3   304     2  0.6726246  0.0458433  0.0861186 
    3   304     3  0.4992895 -0.0456925  0.0023194 
    3   304     4  0.5073860 -0.0100384  0.0625652 
    3   305     1  0.7714403 -0.0482840 -0.0623548 
    3   305     2  0.9990287  0.0244993 -0.0388790 
    3   305     3  0.7822532 -0.0128953  0.0159444 
    3   305     4  1.0102877  0.0618420  0.0438448 
    3   306     1  0.7396091 -0.0314283  0.0338617 
    3   306     2  0.7092809 -0.0774014 -0.0803042 
    3   306     3  1.0515615  0.0660022  0.0592899 
    3   306     4  1.0339973  0.0230147 -0.0568986 
    3   307     1  0.5871354  0.0215207  0.1302067 
    3   307     2  0.3628416 -0.0480643  0.1132455 
    3   307     3  0.5651870 -0.0141377  0.0434511 
    3   307     4  0.3535691 -0.0765759  0.0369295 
    3   308     1 -0.0613970 -0.0371818  0.0744404 
    3   308     2 -0.0632645 -0.0506333  0.0768480 
    3   308     3 -0.0681342 -0.0394309  0.0777447 
    3   308     4 -0.0712742 -0.0531232  0.0807551 
    3   309     1 -0.0697964 -0.0235697  0.0453820 
    3   309     2 -0.0497869 -0.0160567  0.0409153 
    3   309     3 -0.0650975 -0.0343659  0.0538148 
    3   309     4 -0.0421165 -0.0269641  0.0496110 
    3   310     1 -0.1056188 -0.0314302  0.0591569 
    3   310     2 -0.1184752 -0.0129046  0.0423727 
    3   310     3 -0.0492979 -0.0111710  0.0477952 
    3   310     4 -0.0756562  0.0007337  0.0352114 
    3   311     1 -0.1103613 -0.0435517  0.1036959 
    3   311     2 -0.1205037 -0.0470964  0.1098922 
    3   311     3 -0.1069959 -0.0266848  0.1013322 
    3   311     4 -0.1157258 -0.0297160  0.1066652 
    3   312     1 -0.0310607 -0.0039398  0.0192336 
    3   312     2 -0.0246146 -0.0109696  0.0291636 
    3   312     3 -0.0520929 -0.0122330  0.0239026 
    3   312     4 -0.0442151 -0.0172572  0.0318042 
    3   313     1 -0.0261670 -0.0146575 -0.0004723 
    3   313     2 -0.0033848 -0.0059302  0.0052816 
    3   313     3 -0.0181511 -0.0070790  0.0121836 
    3   313     4 -0.0012848 -0.0016973  0.0138976 
    3   314     1 -0.0291590  0.0002258  0.0179820 
    3   314     2 -0.0515568 -0.0184374  0.0292935 
    3   314     3 -0.0596812  0.0123444  0.0136140 
    3   314     4 -0.0683776 -0.0072006  0.0244850 
    3   315     1 -1.8903624 -5.3108771  0.7026188 
    3   315     2 -1.8737671 -5.8269733  0.7387604 
    3   315     3 -1.3462416 -5.2462952  1.0954970 
    3   315     4 -1.4527824 -5.7160235  1.0398838 
    3   316     1 -1.8314584 -4.5775737  0.6327585 
    3   316     2 -1.6859557 -3.8824403  0.8793969 
    3   316     3 -1.3190596 -3.2286503  0.1315540 
    3   316     4 -1.3820131 -3.1054381  0.5532336 
    3   317     1 -2.2217495 -4.6493312  1.3502195 
    3   317     2 -3.4334267 -5.2958953  2.4192019 
    3   317     3 -2.0155359 -3.1507061  1.3854834 
    3   317     4 -2.9922305 -3.5717444  2.2628359 
    3   318     1  0.4439917 -0.2774079  0.1005846 
    3   318     2  0.3714350 -0.3193346  0.1326924 
    3   318     3  0.4576386 -0.1975000  0.0778995 
    3   318     4  0.3844507 -0.2547950  0.1137543 
    3   319     1  0.4531539 -0.2563249  0.0172855 
    3   319     2  0.4461269 -0.2817073  0.0442573 
    3   319     3  0.3882672 -0.2790406  0.0284545 
    3   319     4  0.3791444 -0.3027550  0.0530878 
    3   320     1  0.5050768 -0.2266164  0.0230489 
    3   320     2  0.5700518 -0.2035799  0.0116310 
    3   320     3  0.5008574 -0.2442711  0.0425352 
    3   320     4  0.5642101 -0.2243418  0.0343397 
    3   321     1  0.5050121 -0.2601307  0.0971044 
    3   321     2  0.5139704 -0.2100769  0.0820682 
    3   321     3  0.5617488 -0.2295237  0.0730173 
    3   321     4  0.5773281 -0.1710073  0.0539554 
    3   322     1  0.4814521 -0.1752957  0.1350171 
    3   322     2  0.4627533 -0.2469475  0.1184122 
    3   322     3  0.4522436 -0.2627413  0.1560791 
    3   322     4  0.4462345 -0.2920400  0.1386998 
    3   323     1  0.5117808 -0.2079317  0.1100757 
    3   323     2  0.5693735 -0.1827281  0.0919669 
    3   323     3  0.5149954 -0.2400052  0.1241254 
    3   323     4  0.5621909 -0.2152189  0.1074268 
    3   324     1  0.4947390 -0.2144379  0.1534838 
    3   324     2  0.5137052 -0.1989673  0.1335957 
    3   324     3  0.5505465 -0.1968338  0.1479366 
    3   324     4  0.5566571 -0.1864170  0.1312212 
    3   325     1  1.1376501 -0.0238535  0.0728013 
    3   325     2  1.1057834 -0.0049902  0.0379329 
    3   325     3  1.2477459  0.0178188  0.0504213 
    3   325     4  1.1863536  0.0248544  0.0224265 
    3   326     1  1.0900822  0.0115454  0.1104441 
    3   326     2  0.9933803 -0.0205497  0.1230761 
    3   326     3  1.0707922  0.0277735  0.0700373 
    3   326     4  0.9862826 -0.0010605  0.0825666 
    3   327     1  1.0836423  0.0179419  0.0850330 
    3   327     2  1.1105159  0.0103408  0.1244522 
    3   327     3  1.0176111 -0.0029860  0.0913378 
    3   327     4  1.0315442 -0.0137662  0.1295904 
    3   328     1  1.1059467 -0.0101241  0.0629997 
    3   328     2  1.1685226  0.0102429  0.0548750 
    3   328     3  1.1352706 -0.0103667  0.0949564 
    3   328     4  1.2103755  0.0127062  0.0902186 
    3   329     1  1.2896255  0.0015593  0.0165548 
    3   329     2  1.2749053 -0.0182485  0.0255291 
    3   329     3  1.2770728  0.0212986  0.0205445 
    3   329     4  1.2686742 -0.0016341  0.0268280 
    3   330     1  1.2581182  0.0084404  0.0233089 
    3   330     2  1.2907508  0.0130309  0.0591676 
    3   330     3  1.1917098 -0.0128465  0.0341587 
    3   330     4  1.2262716 -0.0065894  0.0623474 
    3   331     1  1.2892072 -0.0298294 -0.0031410 
    3   331     2  1.3448616 -0.0079969  0.0105542 
    3   331     3  1.3096626 -0.0092918  0.0258265 
    3   331     4  1.3505144  0.0038260  0.0303175 
    4     1     1  1.7539249 -0.0003826 -0.0004388 
    4     1     2  1.7562779  0.0003303 -0.0003441 
    4     1     3  1.7535253 -0.0003922  0.0003601 
    4     1     4  1.7562068  0.0004146  0.0004272 
    4     2     1  1.7528236 -0.0004933  0.0003498 
    4     2     2  1.7531466 -0.0004632 -0.0004933 
    4     2     3  1.7560348  0.0004766  0.0004664 
    4     2     4  1.7561065  0.0004302 -0.0003929 
    4     3     1  1.7508271  0.0004011  0.0005043 
    4     3     2  1.7478704 -0.0005462  0.0001903 
    4     3     3  1.7513607  0.0003317 -0.0001713 
    4     3     4  1.7490174 -0.0004146 -0.0004064 
    4     4     1  1.7524940  0.0003711 -0.0001975 
    4     4     2  1.7520829  0.0003348  0.0003445 
    4     4     3  1.7505507 -0.0002281 -0.0003415 
    4     4     4  1.7498860 -0.0003294  0.0002649 
    4     5     1  1.7527921 -0.0004710 -0.0004971 
    4     5     2  1.7559523  0.0004795 -0.0004292 
    4     5     3  1.7526032 -0.0004417  0.0003254 
    4     5     4  1.7559187  0.0005592  0.0004324 
    4     6     1  1.7522889 -0.0005904  0.0004888 
    4     6     2  1.7523483 -0.0005317 -0.0004614 
    4     6     3  1.7558945  0.0004908  0.0004782 
    4     6     4  1.7559206  0.0005400 -0.0004808 
    4     7     1  1.7502202  0.0005411  0.0005185 
    4     7     2  1.7465964 -0.0005460  0.0005145 
    4     7     3  1.7502746  0.0005572 -0.0004491 
    4     7     4  1.7466382 -0.0005337 -0.0004455 
    4     8     1  1.7505432  0.0006191 -0.0004199 
    4     8     2  1.7502551  0.0005439  0.0006668 
    4     8     3  1.7466627 -0.0005455 -0.0004782 
    4     8     4  1.7465419 -0.0005718  0.0004963 
    4     9     1  1.7522685 -0.0005318 -0.0004606 
    4     9     2  1.7558799  0.0005516 -0.0004717 
    4     9     3  1.7522520 -0.0005481  0.0004968 
    4     9     4  1.7558727  0.0005381  0.0004882 
    4    10     1  1.7522197 -0.0005569  0.0005023 
    4    10     2  1.7522306 -0.0005350 -0.0004533 
    4    10     3  1.7558481  0.0005317  0.0004863 
    4    10     4  1.7558555  0.0005526 -0.0004696 
    4    11     1  1.7501253  0.0005181  0.0005098 
    4    11     2  1.7465068 -0.0005678  0.0005379 
    4    11     3  1.7501419  0.0005542 -0.0004456 
    4    11     4  1.7465246 -0.0005314 -0.0004153 
    4    12     1  1.7501853  0.0005521 -0.0004547 
    4    12     2  1.7501577  0.0005113  0.0005072 
    4    12     3  1.7465674 -0.0005336 -0.0004278 
    4    12     4  1.7465383 -0.0005747  0.0005312 
    4    13     1  1.7408252 -0.0006085 -0.0004027 
    4    13     2  1.7447550  0.0005733 -0.0004883 
    4    13     3  1.7409653 -0.0006174  0.0006750 
    4    13     4  1.7447122  0.0005143  0.0004898 
    4    14     1  1.7408563 -0.0006160  0.0005637 
    4    14     2  1.7408874 -0.0005420 -0.0004058 
    4    14     3  1.7444947  0.0004766  0.0005134 
    4    14     4  1.7445464  0.0005570 -0.0004581 
    4    15     1  1.7387999  0.0005053  0.0005135 
    4    15     2  1.7351988 -0.0005758  0.0005603 
    4    15     3  1.7388130  0.0005308 -0.0004379 
    4    15     4  1.7352225 -0.0005469 -0.0004001 
    4    16     1  1.7385060  0.0005023 -0.0004958 
    4    16     2  1.7386150  0.0004155  0.0003863 
    4    16     3  1.7351869 -0.0004986 -0.0003969 
    4    16     4  1.7351699 -0.0006245  0.0004964 
    4    17     1  1.7408688 -0.0005328 -0.0003965 
    4    17     2  1.7444851  0.0005531 -0.0004420 
    4    17     3  1.7408397 -0.0005852  0.0005628 
    4    17     4  1.7444528  0.0004997  0.0005199 
    4    18     1  1.7408010 -0.0005991  0.0005823 
    4    18     2  1.7408276 -0.0005314 -0.0003719 
    4    18     3  1.7444136  0.0004862  0.0005265 
    4    18     4  1.7444411  0.0005544 -0.0004307 
    4    19     1  1.7387111  0.0004594  0.0005537 
    4    19     2  1.7351002 -0.0006262  0.0006223 
    4    19     3  1.7387405  0.0005406 -0.0004082 
    4    19     4  1.7351270 -0.0005461 -0.0003352 
    4    20     1  1.7387788  0.0005352 -0.0004264 
    4    20     2  1.7387442  0.0004596  0.0005402 
    4    20     3  1.7351621 -0.0005518 -0.0003645 
    4    20     4  1.7351286 -0.0006267  0.0005982 
    4    21     1  1.7407955 -0.0005265 -0.0003530 
    4    21     2  1.7444069  0.0005594 -0.0004229 
    4    21     3  1.7407774 -0.0006008  0.0006048 
    4    21     4  1.7443859  0.0004839  0.0005390 
    4    22     1  1.7407642 -0.0006072  0.0006229 
    4    22     2  1.7407791 -0.0005242 -0.0003306 
    4    22     3  1.7443683  0.0004771  0.0005459 
    4    22     4  1.7443860  0.0005610 -0.0004100 
    4    23     1  1.7386783  0.0004472  0.0005808 
    4    23     2  1.7350812 -0.0006364  0.0006741 
    4    23     3  1.7386960  0.0005480 -0.0003784 
    4    23     4  1.7350942 -0.0005374 -0.0002809 
    4    24     1  1.7387127  0.0005427 -0.0003959 
    4    24     2  1.7386915  0.0004516  0.0005693 
    4    24     3  1.7351039 -0.0005436 -0.0003108 
    4    24     4  1.7350854 -0.0006336  0.0006511 
    4    25     1  1.7500722  0.0005137  0.0005228 
    4    25     2  1.7464578 -0.0005713  0.0005609 
    4    25     3  1.7500818  0.0005574 -0.0004320 
    4    25     4  1.7464649 -0.0005284 -0.0003914 
    4    26     1  1.7501118  0.0005535 -0.0004410 
    4    26     2  1.7501001  0.0005140  0.0005183 
    4    26     3  1.7464930 -0.0005327 -0.0004065 
    4    26     4  1.7464817 -0.0005721  0.0005521 
    4    27     1  1.7521985 -0.0005349 -0.0004526 
    4    27     2  1.7558242  0.0005530 -0.0004699 
    4    27     3  1.7521922 -0.0005560  0.0005078 
    4    27     4  1.7558179  0.0005318  0.0004910 
    4    28     1  1.7521650 -0.0005558  0.0005089 
    4    28     2  1.7521701 -0.0005317 -0.0004443 
    4    28     3  1.7557911  0.0005322  0.0004892 
    4    28     4  1.7557979  0.0005568 -0.0004653 
    4    29     1  1.7521403 -0.0005281 -0.0004431 
    4    29     2  1.7557602  0.0005582 -0.0004695 
    4    29     3  1.7521378 -0.0005567  0.0005186 
    4    29     4  1.7557528  0.0005281  0.0004940 
    4    30     1  1.7521130 -0.0005594  0.0005208 
    4    30     2  1.7521151 -0.0005284 -0.0004365 
    4    30     3  1.7557192  0.0005228  0.0004926 
    4    30     4  1.7557271  0.0005555 -0.0004643 
    4    31     1  1.7500315  0.0005060  0.0005355 
    4    31     2  1.7464375 -0.0005734  0.0005839 
    4    31     3  1.7500353  0.0005570 -0.0004196 
    4    31     4  1.7464342 -0.0005245 -0.0003698 
    4    32     1  1.7500581  0.0005570 -0.0004304 
    4    32     2  1.7500534  0.0005097  0.0005328 
    4    32     3  1.7464463 -0.0005275 -0.0003849 
    4    32     4  1.7464465 -0.0005733  0.0005770 
    4    33     1  1.7407686 -0.0005206 -0.0003161 
    4    33     2  1.7443680  0.0005631 -0.0004035 
    4    33     3  1.7407672 -0.0006068  0.0006449 
    4    33     4  1.7443594  0.0004745  0.0005606 
    4    34     1  1.7407791 -0.0006086  0.0006597 
    4    34     2  1.7407777 -0.0005153 -0.0002933 
    4    34     3  1.7443581  0.0004696  0.0005664 
    4    34     4  1.7443640  0.0005654 -0.0003893 
    4    35     1  1.7387063  0.0004387  0.0006102 
    4    35     2  1.7351375 -0.0006387  0.0007242 
    4    35     3  1.7387052  0.0005527 -0.0003483 
    4    35     4  1.7351265 -0.0005282 -0.0002297 
    4    36     1  1.7386915  0.0005478 -0.0003666 
    4    36     2  1.7386888  0.0004425  0.0005991 
    4    36     3  1.7350994 -0.0005357 -0.0002598 
    4    36     4  1.7351025 -0.0006389  0.0007029 
    4    37     1  1.7407949 -0.0005101 -0.0002808 
    4    37     2  1.7443641  0.0005662 -0.0003846 
    4    37     3  1.7408172 -0.0006042  0.0006815 
    4    37     4  1.7443721  0.0004675  0.0005814 
    4    38     1  1.7408650 -0.0006044  0.0006938 
    4    38     2  1.7408407 -0.0005054 -0.0002616 
    4    38     3  1.7443964  0.0004610  0.0005867 
    4    38     4  1.7443857  0.0005642 -0.0003698 
    4    39     1  1.7388176  0.0004321  0.0006394 
    4    39     2  1.7353061 -0.0006303  0.0007700 
    4    39     3  1.7387885  0.0005525 -0.0003163 
    4    39     4  1.7352577 -0.0005163 -0.0001815 
    4    40     1  1.7387326  0.0005490 -0.0003368 
    4    40     2  1.7387580  0.0004353  0.0006290 
    4    40     3  1.7351746 -0.0005266 -0.0002110 
    4    40     4  1.7352123 -0.0006363  0.0007519 
    4    41     1  1.7500078  0.0005036  0.0005507 
    4    41     2  1.7464504 -0.0005650  0.0006023 
    4    41     3  1.7500018  0.0005553 -0.0004086 
    4    41     4  1.7464318 -0.0005171 -0.0003552 
    4    42     1  1.7500169  0.0005531 -0.0004182 
    4    42     2  1.7500224  0.0005041  0.0005478 
    4    42     3  1.7464285 -0.0005246 -0.0003683 
    4    42     4  1.7464441 -0.0005707  0.0005978 
    4    43     1  1.7520857 -0.0005275 -0.0004406 
    4    43     2  1.7556807  0.0005514 -0.0004671 
    4    43     3  1.7520906 -0.0005558  0.0005281 
    4    43     4  1.7556749  0.0005199  0.0005012 
    4    44     1  1.7520670 -0.0005507  0.0005265 
