Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    6    18     4  1.1649290 -0.0302100  0.0733629 
    6    19     1  1.1070686 -0.0407532  0.0892485 
    6    19     2  1.0636759 -0.0543293  0.0935446 
    6    19     3  1.1042757 -0.0338783  0.0761308 
    6    19     4  1.0612607 -0.0492822  0.0837532 
    6    20     1  0.9666416 -0.0568898  0.1067454 
    6    20     2  0.9690043 -0.0625618  0.1200455 
    6    20     3  0.9271055 -0.0690814  0.1099432 
    6    20     4  0.9289601 -0.0748894  0.1232407 
    6    21     1  0.9920537 -0.0587267  0.1002516 
    6    21     2  1.0342020 -0.0459927  0.0986544 
    6    21     3  0.9938888 -0.0609588  0.1138078 
    6    21     4  1.0308595 -0.0497789  0.1123571 
    6    22     1  0.9918821 -0.0579352  0.1231578 
    6    22     2  0.9878186 -0.0535286  0.1103271 
    6    22     3  1.0285035 -0.0467073  0.1204910 
    6    22     4  1.0239816 -0.0422054  0.1071459 
    6    23     1  0.9694682 -0.0561680  0.1308986 
    6    23     2  0.9295271 -0.0684964  0.1340371 
    6    23     3  0.9649995 -0.0513887  0.1173060 
    6    23     4  0.9243011 -0.0640299  0.1206831 
    6    24     1  1.0939577 -0.0375413  0.0940154 
    6    24     2  1.0912733 -0.0329193  0.1050022 
    6    24     3  1.0582594 -0.0489930  0.0901757 
    6    24     4  1.0567515 -0.0452572  0.0986905 
    6    25     1  1.1244533 -0.0382177  0.0841805 
    6    25     2  1.1539800 -0.0291122  0.0865393 
    6    25     3  1.1230346 -0.0354656  0.0909524 
    6    25     4  1.1543194 -0.0253093  0.0945495 
    6    26     1  1.1118114 -0.0391460  0.1018402 
    6    26     2  1.1119758 -0.0306323  0.0946620 
    6    26     3  1.1420494 -0.0293731  0.0966978 
    6    26     4  1.1445688 -0.0171929  0.0866636 
    6    27     1  1.0931373 -0.0358358  0.1120481 
    6    27     2  1.0509757 -0.0484307  0.1128538 
    6    27     3  1.0882949 -0.0347099  0.0987009 
    6    27     4  1.0459723 -0.0475511  0.1005448 
    6    28     1  1.1272934 -0.0388269  0.0865302 
    6    28     2  1.1341409 -0.0386181  0.0802747 
    6    28     3  1.1570189 -0.0296479  0.0885829 
    6    28     4  1.1580317 -0.0310472  0.0826083 
    6    29     1  1.1109059 -0.0319919  0.0874677 
    6    29     2  1.1130169 -0.0422330  0.0855196 
    6    29     3  1.1022937 -0.0446626  0.0931237 
    6    29     4  1.1062345 -0.0487983  0.0901175 
    6    30     1  1.1257478 -0.0414757  0.0783584 
    6    30     2  1.1620004 -0.0306549  0.0772506 
    6    30     3  1.1352444 -0.0407918  0.0860492 
    6    30     4  1.1635883 -0.0321483  0.0845028 
    6    31     1  0.9660668 -0.0463320  0.1253363 
    6    31     2  0.9743243 -0.0502006  0.1387235 
    6    31     3  0.9261930 -0.0588127  0.1289018 
    6    31     4  0.9362017 -0.0620968  0.1420526 
    6    32     1  0.9883665 -0.0494955  0.1172693 
    6    32     2  1.0264883 -0.0373493  0.1132552 
    6    32     3  0.9965118 -0.0543198  0.1305440 
    6    32     4  1.0369689 -0.0414243  0.1262740 
    6    33     1  0.9989755 -0.0493988  0.1375092 
    6    33     2  0.9927431 -0.0440874  0.1235060 
    6    33     3  1.0411847 -0.0359715  0.1331741 
    6    33     4  1.0349691 -0.0306008  0.1190608 
    6    34     1  0.9761999 -0.0449567  0.1451407 
    6    34     2  0.9393951 -0.0565609  0.1487324 
    6    34     3  0.9700742 -0.0396665  0.1314669 
    6    34     4  0.9331872 -0.0513481  0.1351683 
    6    35     1  1.0886293 -0.0245366  0.1017016 
    6    35     2  1.0955824 -0.0331217  0.1145537 
    6    35     3  1.0499041 -0.0381936  0.1082881 
    6    35     4  1.0584643 -0.0453183  0.1197305 
    6    36     1  1.1117150 -0.0349005  0.0980571 
    6    36     2  1.1408446 -0.0227296  0.0908605 
    6    36     3  1.1155331 -0.0453569  0.1088388 
    6    36     4  1.1436646 -0.0333382  0.1016311 
    6    37     1  1.1238517 -0.0418333  0.1136509 
    6    37     2  1.1176841 -0.0241638  0.1030444 
    6    37     3  1.1664238 -0.0216264  0.1006199 
    6    37     4  1.1499750 -0.0085203  0.0929683 
    6    38     1  1.1007069 -0.0318691  0.1199943 
    6    38     2  1.0640292 -0.0448067  0.1261326 
    6    38     3  1.0942732 -0.0239934  0.1062537 
    6    38     4  1.0582807 -0.0364858  0.1119802 
    6    39     1  0.9927902 -0.0382503  0.1298598 
    6    39     2  1.0329545 -0.0252514  0.1249416 
    6    39     3  0.9909676 -0.0480582  0.1442191 
    6    39     4  1.0303531 -0.0352499  0.1393022 
    6    40     1  0.9767817 -0.0447733  0.1520035 
    6    40     2  0.9807784 -0.0340176  0.1374193 
    6    40     3  1.0155963 -0.0322305  0.1472238 
    6    40     4  1.0193604 -0.0216098  0.1327574 
    6    41     1  0.9533841 -0.0392868  0.1605797 
    6    41     2  0.9176154 -0.0507024  0.1646775 
    6    41     3  0.9573449 -0.0294243  0.1466890 
    6    41     4  0.9222103 -0.0406105  0.1506719 
    6    42     1  0.9694999 -0.0334143  0.1382469 
    6    42     2  0.9681367 -0.0423838  0.1520311 
    6    42     3  0.9335558 -0.0448977  0.1423443 
    6    42     4  0.9321703 -0.0539179  0.1562006 
    6    43     1  1.0789740 -0.0263641  0.1338749 
    6    43     2  1.0398712 -0.0392478  0.1389869 
    6    43     3  1.0828668 -0.0156308  0.1186056 
    6    43     4  1.0437834 -0.0281893  0.1232173 
    6    44     1  1.0948614 -0.0165091  0.1097847 
    6    44     2  1.0931511 -0.0303980  0.1244493 
    6    44     3  1.0574217 -0.0295591  0.1162479 
    6    44     4  1.0537534 -0.0444451  0.1315906 
    6    45     1  1.1222691 -0.0282290  0.1011111 
    6    45     2  1.1694025 -0.0126205  0.0946570 
    6    45     3  1.1207640 -0.0424439  0.1208465 
    6    45     4  1.1654026 -0.0257071  0.1119513 
    6    46     1  1.1035625 -0.0310429  0.1240471 
    6    46     2  1.1069860 -0.0229455  0.1080004 
    6    46     3  1.1437393 -0.0186422  0.1208748 
    6    46     4  1.1479226 -0.0103075  0.1047619 
    6    47     1  1.2092601 -0.0168563  0.1064045 
    6    47     2  1.1688200 -0.0296340  0.1104928 
    6    47     3  1.2147374 -0.0063995  0.0895869 
    6    47     4  1.1742207 -0.0188876  0.0930980 
    6    48     1  1.2317224 -0.0052307  0.0823950 
    6    48     2  1.2283241 -0.0105006  0.1017277 
    6    48     3  1.1914674 -0.0173648  0.0838516 
    6    48     4  1.1892819 -0.0215920  0.1000767 
    6    49     1  1.2639619 -0.0200432  0.0698746 
    6    49     2  1.3067345 -0.0071574  0.0677225 
    6    49     3  1.2592269 -0.0285033  0.0902911 
    6    49     4  1.3029092 -0.0142175  0.0848631 
    6    50     1  1.2360562 -0.0182509  0.0923686 
    6    50     2  1.2399508 -0.0139949  0.0761307 
    6    50     3  1.2755630 -0.0065425  0.0921022 
    6    50     4  1.2804456 -0.0018851  0.0752899 
    6    51     1  1.2692460 -0.0242663  0.0858297 
    6    51     2  1.2684202 -0.0074066  0.0697411 
    6    51     3  1.3138612 -0.0078217  0.0768756 
    6    51     4  1.2969359  0.0039180  0.0632472 
    6    52     1  1.2513409 -0.0120011  0.0931153 
    6    52     2  1.2214954 -0.0232876  0.0864848 
    6    52     3  1.2490421 -0.0267260  0.0817480 
    6    52     4  1.2297821 -0.0345935  0.0770115 
    6    53     1  1.2676925 -0.0110712  0.0719067 
    6    53     2  1.2665064 -0.0170753  0.0830724 
    6    53     3  1.2536829 -0.0149851  0.0722899 
    6    53     4  1.2496769 -0.0220137  0.0839972 
    6    54     1  1.2730234 -0.0224415  0.0676138 
    6    54     2  1.2879451 -0.0180552  0.0672879 
    6    54     3  1.2764490 -0.0196843  0.0795503 
    6    54     4  1.2949362 -0.0141744  0.0796643 
    6    55     1  1.3258561 -0.0164763  0.0682223 
    6    55     2  1.3246167 -0.0332546  0.0674386 
    6    55     3  1.3381683 -0.0009066  0.0760938 
    6    55     4  1.3326782 -0.0198829  0.0725907 
    6    56     1  1.3162482  0.0020660  0.0612897 
    6    56     2  1.3185990 -0.0119244  0.0732466 
    6    56     3  1.3005828 -0.0072868  0.0675639 
    6    56     4  1.3030103 -0.0177388  0.0765636 
    6    57     1  1.3249065 -0.0167449  0.0585238 
    6    57     2  1.3415647 -0.0116392  0.0603639 
    6    57     3  1.3293829 -0.0147111  0.0693772 
    6    57     4  1.3426707 -0.0107056  0.0697934 
    6    58     1  1.3449029 -0.0112108  0.0746821 
    6    58     2  1.3016009 -0.0257551  0.0808244 
    6    58     3  1.3522936  0.0026005  0.0566260 
    6    58     4  1.3102283 -0.0106520  0.0612769 
    6    59     1  1.3733268  0.0079270  0.0507735 
    6    59     2  1.3671419 -0.0030783  0.0715764 
    6    59     3  1.3305310 -0.0055787  0.0548208 
    6    59     4  1.3260587 -0.0144413  0.0718835 
    6    60     1  1.4064766 -0.0071562  0.0406147 
    6    60     2  1.4530284  0.0100287  0.0315480 
    6    60     3  1.3973614 -0.0278111  0.0611452 
    6    60     4  1.4455227 -0.0079308  0.0494856 
    6    61     1  1.3710845 -0.0221861  0.0646710 
    6    61     2  1.3797539 -0.0040193  0.0435719 
    6    61     3  1.4184568 -0.0058702  0.0571509 
    6    61     4  1.4259838  0.0118579  0.0362919 
    6    62     1  1.4120334 -0.0169334  0.0589198 
    6    62     2  1.4132741 -0.0014291  0.0427550 
    6    62     3  1.4601699  0.0008316  0.0495036 
    6    62     4  1.4439265  0.0114531  0.0350979 
    6    63     1  1.3936884 -0.0027259  0.0660497 
    6    63     2  1.3635260 -0.0137847  0.0601329 
    6    63     3  1.3938424 -0.0148376  0.0540022 
    6    63     4  1.3738973 -0.0223563  0.0498852 
    6    64     1  1.4176574 -0.0031385  0.0473535 
    6    64     2  1.4151499 -0.0070818  0.0578435 
    6    64     3  1.4037123 -0.0070960  0.0471927 
    6    64     4  1.3981618 -0.0120907  0.0582585 
    6    65     1  1.4244327 -0.0136231  0.0414090 
    6    65     2  1.4408440 -0.0088088  0.0413344 
    6    65     3  1.4258915 -0.0106307  0.0538477 
    6    65     4  1.4459408 -0.0046592  0.0541936 
    6    66     1  1.4760374 -0.0116559  0.0411714 
    6    66     2  1.4766721 -0.0251078  0.0405441 
    6    66     3  1.4872743  0.0013268  0.0479251 
    6    66     4  1.4838775 -0.0141089  0.0450649 
    6    67     1  1.4694415  0.0056489  0.0358898 
    6    67     2  1.4709765 -0.0029670  0.0486264 
    6    67     3  1.4527573 -0.0024637  0.0418486 
    6    67     4  1.4546461 -0.0086161  0.0512073 
    6    68     1  1.4793578 -0.0104871  0.0357367 
    6    68     2  1.4939503 -0.0052681  0.0383857 
    6    68     3  1.4823765 -0.0050561  0.0449235 
    6    68     4  1.4941313 -0.0013786  0.0460119 
    6    69     1  1.4984388 -0.0062409  0.0333636 
    6    69     2  1.4434850 -0.0358534  0.0522806 
    6    69     3  1.5049356  0.0258081  0.0122097 
    6    69     4  1.4552328  0.0013627  0.0277702 
    6    70     1  1.5275902  0.0350029  0.0079182 
    6    70     2  1.5172035 -0.0081223  0.0304584 
    6    70     3  1.4771413  0.0050689  0.0270800 
    6    70     4  1.4634465 -0.0362583  0.0489846 
    6    71     1  1.5547750 -0.0032962  0.0197933 
    6    71     2  1.5946506  0.0325339 -0.0009446 
    6    71     3  1.5444160 -0.0489503  0.0411917 
    6    71     4  1.5849633 -0.0048218  0.0167147 
    6    72     1  1.5272384 -0.0510365  0.0342769 
    6    72     2  1.5322142  0.0052850  0.0080333 
    6    72     3  1.5874880 -0.0075421  0.0076218 
    6    72     4  1.5788445  0.0315972 -0.0092450 
    6    73     1  1.5489259 -0.0264843  0.0423809 
    6    73     2  1.5533969 -0.0085642  0.0399341 
    6    73     3  1.5720750  0.0157031  0.0275158 
    6    73     4  1.5686530  0.0198383  0.0301635 
    6    74     1  1.5375521 -0.0088186  0.0347913 
    6    74     2  1.4993293 -0.0217250  0.0402474 
    6    74     3  1.5480197  0.0019538  0.0179491 
    6    74     4  1.5256553 -0.0059280  0.0218417 
    6    75     1  1.5526872 -0.0012546  0.0368082 
    6    75     2  1.5533510  0.0099491  0.0361342 
    6    75     3  1.5500011 -0.0014084  0.0345069 
    6    75     4  1.5511796  0.0094082  0.0343201 
    6    76     1  1.6215096 -0.0055220 -0.0040149 
    6    76     2  1.6060343 -0.0469965  0.0044154 
    6    76     3  1.6330722  0.0518987  0.0013948 
    6    76     4  1.6141860 -0.0087825  0.0072246 
    6    77     1  1.6270461  0.0209116 -0.0050996 
    6    77     2  1.6252224 -0.0007986  0.0302028 
    6    77     3  1.6018062  0.0075492  0.0065335 
    6    77     4  1.5987207 -0.0105365  0.0352866 
    6    78     1  1.6283542 -0.0349941 -0.0066305 
    6    78     2  1.6461776 -0.0207518  0.0031532 
    6    78     3  1.6405271 -0.0031528  0.0171662 
    6    78     4  1.6535804  0.0025348  0.0206607 
    6    79     1  1.5181471 -0.0022602  0.0054674 
    6    79     2  1.5850415  0.0209154 -0.0050332 
    6    79     3  1.5148243 -0.0207404  0.0342870 
    6    79     4  1.5802820  0.0033901  0.0216397 
    6    80     1  1.4854565 -0.0204919  0.0290782 
    6    80     2  1.4914608 -0.0051828  0.0029180 
    6    80     3  1.5438239 -0.0014823  0.0221461 
    6    80     4  1.5482612  0.0122433 -0.0017829 
    6    81     1  1.4531030  0.0002132  0.0465971 
    6    81     2  1.3994250 -0.0168936  0.0520262 
    6    81     3  1.4577036  0.0102843  0.0264613 
    6    81     4  1.4049903 -0.0057927  0.0301416 
    6    82     1  1.4845260  0.0164037  0.0190848 
    6    82     2  1.4798574 -0.0036585  0.0386725 
    6    82     3  1.4311728 -0.0031033  0.0294262 
    6    82     4  1.4233434 -0.0266525  0.0519994 
    6    83     1  1.3529970 -0.0056355  0.0499338 
    6    83     2  1.3994140  0.0094463  0.0439920 
    6    83     3  1.3472421 -0.0195296  0.0678050 
    6    83     4  1.3940683 -0.0038148  0.0610984 
    6    84     1  1.3259036 -0.0143519  0.0698901 
    6    84     2  1.3303132 -0.0066849  0.0521028 
    6    84     3  1.3695162 -0.0009094  0.0667882 
    6    84     4  1.3736019  0.0063275  0.0499389 
    6    85     1  1.2980712 -0.0031550  0.0851523 
    6    85     2  1.2552422 -0.0162362  0.0880564 
    6    85     3  1.3021868  0.0045011  0.0691754 
    6    85     4  1.2590858 -0.0085704  0.0718705 
    6    86     1  1.3246577  0.0039169  0.0647887 
    6    86     2  1.3205016 -0.0034687  0.0805148 
    6    86     3  1.2833289 -0.0087180  0.0675735 
    6    86     4  1.2777529 -0.0164992  0.0832981 
    6    87     1  1.2801953  0.0030404  0.0735645 
    6    87     2  1.2805056  0.0000296  0.0896422 
    6    87     3  1.2367374 -0.0099434  0.0744153 
    6    87     4  1.2374806 -0.0129011  0.0908793 
    6    88     1  1.3047252 -0.0092327  0.0539628 
    6    88     2  1.3490497  0.0040034  0.0547460 
    6    88     3  1.3060692 -0.0097925  0.0715097 
    6    88     4  1.3512717  0.0037399  0.0716874 
    6    89     1  1.2846446 -0.0082969  0.0712566 
    6    89     2  1.2854313 -0.0079977  0.0560431 
    6    89     3  1.3272972  0.0044934  0.0724842 
    6    89     4  1.3285844  0.0049429  0.0572155 
    6    90     1  1.2596385  0.0011774  0.0912675 
    6    90     2  1.2194888 -0.0107703  0.0918048 
    6    90     3  1.2609525  0.0044465  0.0763205 
    6    90     4  1.2202318 -0.0076105  0.0765508 
    6    91     1  1.4265066  0.0071256  0.0308118 
    6    91     2  1.4270546  0.0050272  0.0498463 
    6    91     3  1.3747467 -0.0081638  0.0296349 
    6    91     4  1.3768033 -0.0099874  0.0501414 
    6    92     1  1.4557839 -0.0138712 -0.0002289 
    6    92     2  1.5109884  0.0029720  0.0037661 
    6    92     3  1.4572831 -0.0113668  0.0243426 
    6    92     4  1.5117750  0.0050543  0.0258409 
    6    93     1  1.4272461 -0.0048800  0.0177663 
    6    93     2  1.4292360 -0.0121890 -0.0000960 
    6    93     3  1.4747116  0.0114938  0.0254063 
    6    93     4  1.4733323  0.0042617  0.0098198 
    6    94     1  1.3875668  0.0073754  0.0513558 
    6    94     2  1.3534896 -0.0034971  0.0479023 
    6    94     3  1.3898143  0.0038135  0.0393291 
    6    94     4  1.3539681 -0.0078303  0.0351039 
    6    95     1  1.2643195 -0.0049729  0.0590832 
    6    95     2  1.3058942  0.0072917  0.0589235 
    6    95     3  1.2587974 -0.0093069  0.0721365 
    6    95     4  1.3028372  0.0036648  0.0720644 
    6    96     1  1.2225803 -0.0101464  0.0770370 
    6    96     2  1.2295045 -0.0045357  0.0626987 
    6    96     3  1.2721768  0.0045331  0.0761643 
    6    96     4  1.2767100  0.0096506  0.0610115 
    6    97     1  1.1902727 -0.0002116  0.1016452 
    6    97     2  1.1610789 -0.0094197  0.0988491 
    6    97     3  1.1952264 -0.0005348  0.0944358 
    6    97     4  1.1728365 -0.0077134  0.0918164 
    6    98     1  1.2332635  0.0023762  0.0832121 
    6    98     2  1.2288624  0.0006570  0.0931330 
    6    98     3  1.2025095 -0.0067925  0.0819550 
    6    98     4  1.1978258 -0.0086171  0.0923915 
    6    99     1  1.3483157  0.0052068  0.0496171 
    6    99     2  1.3013811 -0.0092925  0.0537600 
    6    99     3  1.3414573  0.0114571  0.0347108 
    6    99     4  1.3034314 -0.0013377  0.0400091 
    6   100     1  1.3671902  0.0066087  0.0409488 
    6   100     2  1.3567319  0.0059536  0.0527413 
    6   100     3  1.3287500 -0.0051385  0.0388392 
    6   100     4  1.3262949 -0.0035959  0.0498638 
    6   101     1  1.3775874 -0.0165610  0.0321972 
    6   101     2  1.3669056  0.0003790  0.0274449 
    6   101     3  1.4046434  0.0115923  0.0168598 
    6   101     4  1.3894337  0.0159491  0.0177066 
    6   102     1  1.3612365 -0.0046185  0.0126898 
    6   102     2  1.4353329  0.0218669 -0.0002353 
    6   102     3  1.3593335 -0.0219626  0.0391365 
    6   102     4  1.4313345  0.0064882  0.0223231 
    6   103     1  1.3249848 -0.0217313  0.0315939 
    6   103     2  1.3331205 -0.0038989  0.0069599 
    6   103     3  1.3891070 -0.0003350  0.0227828 
    6   103     4  1.3943081  0.0149960  0.0009199 
    6   104     1  1.2885271  0.0006288  0.0569481 
    6   104     2  1.2363081 -0.0159397  0.0622266 
    6   104     3  1.2944894  0.0100173  0.0413097 
    6   104     4  1.2457892 -0.0048082  0.0449759 
    6   105     1  1.3245728  0.0155329  0.0324643 
    6   105     2  1.3202974  0.0001486  0.0471420 
    6   105     3  1.2814714  0.0004847  0.0401424 
    6   105     4  1.2692515 -0.0187127  0.0572765 
    6   106     1  1.2037368 -0.0038555  0.0695404 
    6   106     2  1.2423671  0.0076663  0.0666551 
    6   106     3  1.1925422 -0.0136350  0.0813764 
    6   106     4  1.2330921 -0.0013507  0.0780232 
    6   107     1  1.1492833 -0.0152427  0.0891140 
    6   107     2  1.1584481 -0.0086426  0.0754565 
    6   107     3  1.1951611 -0.0015400  0.0875414 
    6   107     4  1.2032778  0.0047906  0.0737692 
    6   108     1  1.1070659 -0.0009319  0.1164896 
    6   108     2  1.0659684 -0.0130795  0.1162774 
    6   108     3  1.1161967  0.0039832  0.1029419 
    6   108     4  1.0747720 -0.0083959  0.1035550 
    6   109     1  1.1537740  0.0046040  0.0983862 
    6   109     2  1.1449173  0.0014864  0.1091499 
    6   109     3  1.1167701 -0.0064227  0.0968726 
    6   109     4  1.1100936 -0.0088419  0.1065942 
    6   110     1  1.1477652 -0.0105211  0.0971801 
    6   110     2  1.1771533 -0.0008636  0.1021016 
    6   110     3  1.1492533 -0.0079225  0.1077464 
    6   110     4  1.1750760  0.0001604  0.1101003 
    6   111     1  1.1458073  0.0013968  0.1135378 
    6   111     2  1.1179774 -0.0125928  0.1224220 
    6   111     3  1.1214274  0.0028055  0.1110474 
    6   111     4  1.1071813 -0.0076019  0.1180357 
    6   112     1  1.1259925 -0.0039362  0.1122572 
    6   112     2  1.1308602 -0.0044423  0.1238278 
    6   112     3  1.0899540 -0.0151818  0.1156524 
    6   112     4  1.0996128 -0.0140240  0.1257686 
    6   113     1  1.0441737 -0.0156994  0.1293178 
    6   113     2  1.0775185 -0.0051610  0.1262258 
    6   113     3  1.0615720 -0.0143845  0.1399426 
    6   113     4  1.0915708 -0.0050091  0.1374695 
    6   114     1  1.0522257 -0.0169657  0.1333305 
    6   114     2  1.0547936 -0.0125257  0.1181873 
    6   114     3  1.1068373 -0.0004963  0.1311900 
    6   114     4  1.0906806 -0.0022154  0.1188830 
    6   115     1  1.0306834  0.0074903  0.1431137 
    6   115     2  1.0363041 -0.0128859  0.1413843 
    6   115     3  1.0163245 -0.0169597  0.1522868 
    6   115     4  1.0238473 -0.0263764  0.1488624 
    6   116     1  0.9933745 -0.0051833  0.1495679 
    6   116     2  0.9890242  0.0047549  0.1639182 
    6   116     3  0.9586407 -0.0180724  0.1428522 
    6   116     4  0.9552838 -0.0098417  0.1546645 
    6   117     1  1.0361012 -0.0113836  0.1215387 
    6   117     2  1.0761899  0.0013258  0.1253788 
    6   117     3  1.0306006 -0.0089887  0.1334632 
    6   117     4  1.0698912  0.0035782  0.1375592 
    6   118     1  0.9835994 -0.0128284  0.1451166 
    6   118     2  0.9944808 -0.0020776  0.1304764 
    6   118     3  1.0243355 -0.0014451  0.1437421 
    6   118     4  1.0366907  0.0103546  0.1278726 
    6   119     1  0.9421845 -0.0008014  0.1726695 
    6   119     2  0.8965514 -0.0132638  0.1733901 
    6   119     3  0.9573244  0.0139517  0.1517227 
    6   119     4  0.9102685  0.0001654  0.1542898 
    6   120     1  0.8814647 -0.0162586  0.1665930 
    6   120     2  0.9279497 -0.0025722  0.1657580 
    6   120     3  0.8703063 -0.0257132  0.1887149 
    6   120     4  0.9159544 -0.0119815  0.1868584 
    6   121     1  0.8109653 -0.0206759  0.1985584 
    6   121     2  0.8282213 -0.0063514  0.1769928 
    6   121     3  0.8562478 -0.0075363  0.1968660 
    6   121     4  0.8724342  0.0068015  0.1746138 
    6   122     1  0.7760798 -0.0003626  0.2173458 
    6   122     2  0.7469221 -0.0103388  0.2128299 
    6   122     3  0.7879442 -0.0045464  0.2002771 
    6   122     4  0.7606069 -0.0130066  0.1980916 
    6   123     1  0.8463757 -0.0210716  0.1937565 
    6   123     2  0.8438070 -0.0137413  0.2057030 
    6   123     3  0.8238163 -0.0295949  0.1891357 
    6   123     4  0.8199820 -0.0221854  0.2016605 
    6   124     1  0.9054022 -0.0328234  0.1799232 
    6   124     2  0.9106978 -0.0165460  0.1599093 
    6   124     3  0.9577704 -0.0158000  0.1729954 
    6   124     4  0.9539851 -0.0030522  0.1549492 
    6   125     1  0.8784498 -0.0199261  0.1945140 
    6   125     2  0.8457782 -0.0297601  0.1934051 
    6   125     3  0.8809781 -0.0196575  0.1801037 
    6   125     4  0.8478125 -0.0296738  0.1779870 
    6   126     1  0.9054760 -0.0190007  0.1695590 
    6   126     2  0.9039949 -0.0259544  0.1848447 
    6   126     3  0.8674656 -0.0301933  0.1712413 
    6   126     4  0.8651126 -0.0376727  0.1871939 
    6   127     1  0.9275303 -0.0247957  0.1576421 
    6   127     2  0.9653459 -0.0125471  0.1531527 
    6   127     3  0.9259532 -0.0347630  0.1738744 
    6   127     4  0.9653157 -0.0221247  0.1693902 
    6   128     1  0.7873157 -0.0389669  0.2109106 
    6   128     2  0.7911397 -0.0268122  0.1945313 
    6   128     3  0.8214678 -0.0281790  0.2070276 
    6   128     4  0.8266996 -0.0155010  0.1903736 
    6   129     1  0.7683860 -0.0305485  0.2228948 
    6   129     2  0.7370710 -0.0398465  0.2229918 
    6   129     3  0.7682591 -0.0280862  0.2075802 
    6   129     4  0.7351064 -0.0379259  0.2076590 
    6   130     1  0.7868801 -0.0324113  0.2008122 
    6   130     2  0.7851842 -0.0383487  0.2147099 
    6   130     3  0.7521332 -0.0426233  0.2020997 
    6   130     4  0.7508824 -0.0485388  0.2162577 
    6   131     1  0.8092543 -0.0338899  0.1883168 
    6   131     2  0.8442352 -0.0229447  0.1847339 
    6   131     3  0.8062120 -0.0435948  0.2028575 
    6   131     4  0.8409836 -0.0327818  0.1994047 
    6   132     1  0.7500821 -0.0047247  0.2093301 
    6   132     2  0.7430559 -0.0244809  0.2287327 
    6   132     3  0.7167481 -0.0183355  0.2172356 
    6   132     4  0.7149661 -0.0332389  0.2325466 
    6   133     1  0.7731480 -0.0289255  0.1963391 
    6   133     2  0.8037579 -0.0207338  0.1995738 
    6   133     3  0.7661186 -0.0356695  0.2162217 
    6   133     4  0.7949068 -0.0270943  0.2155696 
    6   134     1  0.7405356 -0.0140759  0.2261452 
    6   134     2  0.7106448 -0.0464064  0.2428576 
    6   134     3  0.7298393  0.0063002  0.2250399 
    6   134     4  0.7123876 -0.0216556  0.2368114 
    6   135     1  0.6780772 -0.0501430  0.2400829 
    6   135     2  0.6784860 -0.0384164  0.2243528 
    6   135     3  0.7159801 -0.0381081  0.2354988 
    6   135     4  0.7162576 -0.0259343  0.2191236 
    6   136     1  0.6573737 -0.0416204  0.2530950 
    6   136     2  0.6188093 -0.0529323  0.2525864 
    6   136     3  0.6551848 -0.0394132  0.2371521 
    6   136     4  0.6172653 -0.0506360  0.2372102 
    6   137     1  0.6721366 -0.0492638  0.2303732 
    6   137     2  0.6701655 -0.0504354  0.2432843 
    6   137     3  0.6361780 -0.0599833  0.2290809 
    6   137     4  0.6333468 -0.0614148  0.2420363 
    6   138     1  0.6968169 -0.0471452  0.2174354 
    6   138     2  0.7307799 -0.0366897  0.2143688 
    6   138     3  0.6931915 -0.0559426  0.2310483 
    6   138     4  0.7283963 -0.0453305  0.2282599 
    6   139     1  0.6392279 -0.0253602  0.2440545 
    6   139     2  0.6370884 -0.0350112  0.2645718 
    6   139     3  0.5995585 -0.0372566  0.2463839 
    6   139     4  0.5958060 -0.0471693  0.2664936 
    6   140     1  0.6634191 -0.0231984  0.2353594 
    6   140     2  0.6993056 -0.0076604  0.2258007 
    6   140     3  0.6581722 -0.0463924  0.2526504 
    6   140     4  0.6957099 -0.0321129  0.2441508 
    6   141     1  0.6432630 -0.0490078  0.2583947 
    6   141     2  0.6430380 -0.0219085  0.2287681 
    6   141     3  0.6958060 -0.0288990  0.2473958 
    6   141     4  0.6904026 -0.0067669  0.2221118 
    6   142     1  0.6155103 -0.0250991  0.2713615 
    6   142     2  0.5682888 -0.0393538  0.2753852 
    6   142     3  0.6162757 -0.0110442  0.2490312 
    6   142     4  0.5720856 -0.0243218  0.2526968 
    6   143     1  0.5248530 -0.0436718  0.2664804 
    6   143     2  0.5725647 -0.0289659  0.2612346 
    6   143     3  0.5189861 -0.0606647  0.2872700 
    6   143     4  0.5662117 -0.0461345  0.2821120 
    6   144     1  0.4888316 -0.0456616  0.2976570 
    6   144     2  0.4956948 -0.0240362  0.2744200 
    6   144     3  0.5387509 -0.0303053  0.2915504 
    6   144     4  0.5454619 -0.0090046  0.2686508 
    6   145     1  0.4587393 -0.0368242  0.3151280 
    6   145     2  0.4121441 -0.0507052  0.3209486 
    6   145     3  0.4656974 -0.0145841  0.2937350 
    6   145     4  0.4188482 -0.0286122  0.2996602 
    6   146     1  0.4937693 -0.0396849  0.2827995 
    6   146     2  0.4887481 -0.0548133  0.3037407 
    6   146     3  0.4470436 -0.0535027  0.2865994 
    6   146     4  0.4425173 -0.0681781  0.3070389 
    6   147     1  0.5430798 -0.0676981  0.2724319 
