Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:49
-----------------------------------------------------------------------------
Output data for request: PRINCIPAL_STRESS
Description: Principal Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP       Max.       Min.     vmax_x     vmax_y     vmin_x     vmin_y 
Units                    MPa        MPa          m          m          m          m 
    1    73     3  1.3040268 -0.0209703  0.9999863  0.0052402 -0.0052402  0.9999863 
    1    73     4  1.2972844 -0.0262687  0.9999700  0.0077504 -0.0077504  0.9999700 
    1    74     1  1.3429627 -0.0214823  0.9999948  0.0032324 -0.0032324  0.9999948 
    1    74     2  1.3405119 -0.0278396  0.9999876  0.0049721 -0.0049721  0.9999876 
    1    74     3  1.3444585 -0.0146728  0.9999891  0.0046588 -0.0046588  0.9999891 
    1    74     4  1.3419099 -0.0216959  0.9999812  0.0061392 -0.0061392  0.9999812 
    1    75     1  1.3275961 -0.0172513  0.9999966  0.0025952 -0.0025952  0.9999966 
    1    75     2  1.3274943 -0.0224502  0.9999985  0.0017441 -0.0017441  0.9999985 
    1    75     3  1.3244697 -0.0225073  0.9999904  0.0043914 -0.0043914  0.9999904 
    1    75     4  1.3240046 -0.0282183  0.9999929  0.0037563 -0.0037563  0.9999929 
    1    76     1  1.3437977 -0.0213004  0.9999965  0.0026494 -0.0026494  0.9999965 
    1    76     2  1.3455349 -0.0149406  0.9999993  0.0012104 -0.0012104  0.9999993 
    1    76     3  1.3416549 -0.0278796  0.9999994  0.0011215 -0.0011215  0.9999994 
    1    76     4  1.3434403 -0.0214902  1.0000000 -0.0000229  0.0000229  1.0000000 
    1    77     1  1.3581975 -0.0258210  0.9999949  0.0031802 -0.0031802  0.9999949 
    1    77     2  1.3595275 -0.0198983  0.9999897  0.0045457 -0.0045457  0.9999897 
    1    77     3  1.3605179 -0.0196599  0.9999989  0.0015021 -0.0015021  0.9999989 
    1    77     4  1.3616668 -0.0142592  0.9999957  0.0029311 -0.0029311  0.9999957 
    1    78     1  1.3237488 -0.0276177  1.0000000 -0.0002214  0.0002214  1.0000000 
    1    78     2  1.3322773 -0.0224937  0.9999976  0.0021863 -0.0021863  0.9999976 
    1    78     3  1.3232568 -0.0224568  0.9999981  0.0019313 -0.0019313  0.9999981 
    1    78     4  1.3299810 -0.0200950  0.9999951  0.0031283 -0.0031283  0.9999951 
    1    79     1  1.3202984 -0.0231706  0.9999992  0.0012413 -0.0012413  0.9999992 
    1    79     2  1.3140276 -0.0275704  0.9999941  0.0034269 -0.0034269  0.9999941 
    1    79     3  1.3180681 -0.0194191  0.9999994  0.0010639 -0.0010639  0.9999994 
    1    79     4  1.3132194 -0.0236938  0.9999957  0.0029168 -0.0029168  0.9999957 
    1    80     1  1.3157966 -0.0224251  0.9999994 -0.0010593  0.0010593  0.9999994 
    1    80     2  1.3153573 -0.0247134  0.9999991  0.0013284 -0.0013284  0.9999991 
    1    80     3  1.3070682 -0.0255944  1.0000000  0.0001336 -0.0001336  1.0000000 
    1    80     4  1.3074749 -0.0272027  0.9999980  0.0019983 -0.0019983  0.9999980 
    1    81     1  1.3669665 -0.0199704  0.9999989  0.0014728 -0.0014728  0.9999989 
    1    81     2  1.3698728 -0.0232864  0.9999997  0.0008126 -0.0008126  0.9999997 
    1    81     3  1.3746416 -0.0156112  0.9999936  0.0035725 -0.0035725  0.9999936 
    1    81     4  1.3751319 -0.0192882  0.9999968  0.0025426 -0.0025426  0.9999968 
    1    82     1  1.3632130 -0.0148179  0.9999999 -0.0004326  0.0004326  0.9999999 
    1    82     2  1.3639714 -0.0199886  0.9999982  0.0019092 -0.0019092  0.9999982 
    1    82     3  1.3539702 -0.0201398  0.9999979  0.0020370 -0.0020370  0.9999979 
    1    82     4  1.3565805 -0.0225760  0.9999951  0.0031232 -0.0031232  0.9999951 
    1    83     1  1.3713778 -0.0196760  0.9999994 -0.0011141  0.0011141  0.9999994 
    1    83     2  1.3801442 -0.0168301  0.9999999 -0.0003822  0.0003822  0.9999999 
    1    83     3  1.3717825 -0.0183834  0.9999993  0.0012236 -0.0012236  0.9999993 
    1    83     4  1.3798461 -0.0159177  0.9999987  0.0015949 -0.0015949  0.9999987 
    1    84     1  1.3629785 -0.0147183  0.9999788  0.0065187 -0.0065187  0.9999788 
    1    84     2  1.3537036 -0.0204558  0.9999925  0.0038771 -0.0038771  0.9999925 
    1    84     3  1.3634291 -0.0203212  0.9999908  0.0042933 -0.0042933  0.9999908 
    1    84     4  1.3562016 -0.0232973  0.9999960  0.0028381 -0.0028381  0.9999960 
    1    85     1  1.3668431 -0.0198578  0.9999911  0.0042084 -0.0042084  0.9999911 
    1    85     2  1.3744867 -0.0150696  0.9999982  0.0019107 -0.0019107  0.9999982 
    1    85     3  1.3698089 -0.0236435  0.9999891  0.0046776 -0.0046776  0.9999891 
    1    85     4  1.3751206 -0.0192151  0.9999960  0.0028216 -0.0028216  0.9999960 
    1    86     1  1.3708708 -0.0202591  0.9999773  0.0067308 -0.0067308  0.9999773 
    1    86     2  1.3712266 -0.0187855  0.9999922  0.0039511 -0.0039511  0.9999922 
    1    86     3  1.3814137 -0.0167868  0.9999835  0.0057483 -0.0057483  0.9999835 
    1    86     4  1.3803524 -0.0159406  0.9999941  0.0034241 -0.0034241  0.9999941 
    1    87     1  1.3983844 -0.0158401  0.9999864  0.0052128 -0.0052128  0.9999864 
    1    87     2  1.3881820 -0.0194049  0.9999796  0.0063890 -0.0063890  0.9999796 
    1    87     3  1.3973765 -0.0136765  0.9999963  0.0027362 -0.0027362  0.9999963 
    1    87     4  1.3869580 -0.0172391  0.9999926  0.0038583 -0.0038583  0.9999926 
    1    88     1  1.3943404 -0.0136341  0.9999991  0.0013197 -0.0013197  0.9999991 
    1    88     2  1.3954356 -0.0155440  0.9999895  0.0045924 -0.0045924  0.9999895 
    1    88     3  1.3810872 -0.0179796  0.9999969  0.0024720 -0.0024720  0.9999969 
    1    88     4  1.3835516 -0.0192476  0.9999857  0.0053404 -0.0053404  0.9999857 
    1    89     1  1.4025370 -0.0162525  0.9999987  0.0016067 -0.0016067  0.9999987 
    1    89     2  1.4138691 -0.0127841  0.9999994  0.0011332 -0.0011332  0.9999994 
    1    89     3  1.4032931 -0.0166871  0.9999902  0.0044171 -0.0044171  0.9999902 
    1    89     4  1.4146441 -0.0132324  0.9999919  0.0040306 -0.0040306  0.9999919 
    1    90     1  1.4056069 -0.0173564  0.9999825  0.0059078 -0.0059078  0.9999825 
    1    90     2  1.4044396 -0.0157842  0.9999947  0.0032575 -0.0032575  0.9999947 
    1    90     3  1.4164956 -0.0138306  0.9999873  0.0050355 -0.0050355  0.9999873 
    1    90     4  1.4155025 -0.0121488  0.9999974  0.0022961 -0.0022961  0.9999974 
    1    91     1  1.3942365 -0.0141600  0.9999940  0.0034628 -0.0034628  0.9999940 
    1    91     2  1.3808410 -0.0182734  0.9999959  0.0028695 -0.0028695  0.9999959 
    1    91     3  1.3943563 -0.0153536  1.0000000  0.0001740 -0.0001740  1.0000000 
    1    91     4  1.3827888 -0.0188158  1.0000000 -0.0001027  0.0001027  1.0000000 
    1    92     1  1.3956724 -0.0156343  0.9999998 -0.0005548  0.0005548  0.9999998 
    1    92     2  1.3956222 -0.0145786  0.9999982  0.0018839 -0.0018839  0.9999982 
    1    92     3  1.3859762 -0.0186473  0.9999994 -0.0010805  0.0010805  0.9999994 
    1    92     4  1.3854472 -0.0176589  0.9999988  0.0015207 -0.0015207  0.9999988 
    1    93     1  1.4020069 -0.0168122  0.9999996 -0.0009433  0.0009433  0.9999996 
    1    93     2  1.4131371 -0.0134744  0.9999996 -0.0009003  0.0009003  0.9999996 
    1    93     3  1.4018623 -0.0166486  0.9999982  0.0018985 -0.0018985  0.9999982 
    1    93     4  1.4132348 -0.0132376  0.9999981  0.0019395 -0.0019395  0.9999981 
    1    94     1  1.4021274 -0.0168321  0.9999945  0.0033240 -0.0033240  0.9999945 
    1    94     2  1.4020393 -0.0162318  0.9999999  0.0005018 -0.0005018  0.9999999 
    1    94     3  1.4135050 -0.0134052  0.9999952  0.0030919 -0.0030919  0.9999952 
    1    94     4  1.4133111 -0.0128224  1.0000000  0.0002104 -0.0002104  1.0000000 
    1    95     1  1.4341045 -0.0120621  0.9999894  0.0045981 -0.0045981  0.9999894 
    1    95     2  1.4236014 -0.0153888  0.9999860  0.0052903 -0.0052903  0.9999860 
    1    95     3  1.4332374 -0.0108405  0.9999981  0.0019618 -0.0019618  0.9999981 
    1    95     4  1.4226522 -0.0142377  0.9999962  0.0027402 -0.0027402  0.9999962 
    1    96     1  1.4319443 -0.0112461  0.9999995  0.0010267 -0.0010267  0.9999995 
    1    96     2  1.4325284 -0.0119040  0.9999929  0.0037702 -0.0037702  0.9999929 
    1    96     3  1.4210249 -0.0145982  0.9999989  0.0014941 -0.0014941  0.9999989 
    1    96     4  1.4216651 -0.0152211  0.9999913  0.0041756 -0.0041756  0.9999913 
    1    97     1  1.4387278 -0.0132302  0.9999991  0.0013099 -0.0013099  0.9999991 
    1    97     2  1.4493890 -0.0099815  0.9999996  0.0009388 -0.0009388  0.9999996 
    1    97     3  1.4392618 -0.0137234  0.9999924  0.0038934 -0.0038934  0.9999924 
    1    97     4  1.4498182 -0.0105190  0.9999936  0.0035753 -0.0035753  0.9999936 
    1    98     1  1.4408239 -0.0138335  0.9999882  0.0048620 -0.0048620  0.9999882 
    1    98     2  1.4400323 -0.0129501  0.9999971  0.0024135 -0.0024135  0.9999971 
    1    98     3  1.4509690 -0.0106740  0.9999907  0.0043157 -0.0043157  0.9999907 
    1    98     4  1.4503413 -0.0097069  0.9999984  0.0017856 -0.0017856  0.9999984 
    1    99     1  1.4315622 -0.0118632  0.9999959  0.0028806 -0.0028806  0.9999959 
    1    99     2  1.4205140 -0.0151932  0.9999952  0.0030954 -0.0030954  0.9999952 
    1    99     3  1.4312723 -0.0114771  1.0000000  0.0001001 -0.0001001  1.0000000 
    1    99     4  1.4202373 -0.0148099  0.9999999  0.0003538 -0.0003538  0.9999999 
    1   100     1  1.4310484 -0.0117378  0.9999996 -0.0008750  0.0008750  0.9999996 
    1   100     2  1.4311175 -0.0118997  0.9999982  0.0019050 -0.0019050  0.9999982 
    1   100     3  1.4200110 -0.0150517  0.9999997 -0.0007854  0.0007854  0.9999997 
    1   100     4  1.4200713 -0.0152148  0.9999981  0.0019741 -0.0019741  0.9999981 
    1   101     1  1.4378055 -0.0136208  0.9999997 -0.0008198  0.0008198  0.9999997 
    1   101     2  1.4486899 -0.0103544  0.9999996 -0.0008779  0.0008779  0.9999996 
    1   101     3  1.4378949 -0.0136990  0.9999982  0.0018821 -0.0018821  0.9999982 
    1   101     4  1.4487640 -0.0104377  0.9999983  0.0018370 -0.0018370  0.9999983 
    1   102     1  1.4383344 -0.0137069  0.9999958  0.0029052 -0.0029052  0.9999958 
    1   102     2  1.4380337 -0.0134571  1.0000000  0.0002428 -0.0002428  1.0000000 
    1   102     3  1.4491145 -0.0104639  0.9999962  0.0027458 -0.0027458  0.9999962 
    1   102     4  1.4488697 -0.0101938  1.0000000  0.0000556 -0.0000556  1.0000000 
    1   103     1  1.4672145 -0.0092722  0.9999913  0.0041607 -0.0041607  0.9999913 
    1   103     2  1.4573444 -0.0122801  0.9999899  0.0045021 -0.0045021  0.9999899 
    1   103     3  1.4668846 -0.0086213  0.9999985  0.0017474 -0.0017474  0.9999985 
    1   103     4  1.4567962 -0.0117183  0.9999976  0.0021695 -0.0021695  0.9999976 
    1   104     1  1.4663571 -0.0089277  0.9999996  0.0009464 -0.0009464  0.9999996 
    1   104     2  1.4666612 -0.0090762  0.9999939  0.0034809 -0.0034809  0.9999939 
    1   104     3  1.4558975 -0.0120745  0.9999994  0.0011047 -0.0011047  0.9999994 
    1   104     4  1.4563428 -0.0121770  0.9999935  0.0035983 -0.0035983  0.9999935 
    1   105     1  1.4727359 -0.0113754  0.9999997  0.0008182 -0.0008182  0.9999997 
    1   105     2  1.4833366 -0.0081679  0.9999994  0.0010947 -0.0010947  0.9999994 
    1   105     3  1.4732218 -0.0105494  0.9999944  0.0033494 -0.0033494  0.9999944 
    1   105     4  1.4836478 -0.0073997  0.9999935  0.0035999 -0.0035999  0.9999935 
    1   106     1  1.4732031 -0.0106460  0.9999920  0.0040007 -0.0040007  0.9999920 
    1   106     2  1.4729412 -0.0104645  0.9999982  0.0019022 -0.0019022  0.9999982 
    1   106     3  1.4829370 -0.0077304  0.9999922  0.0039599 -0.0039599  0.9999922 
    1   106     4  1.4829025 -0.0074627  0.9999985  0.0017172 -0.0017172  0.9999985 
    1   107     1  1.4734727 -0.0100121  0.9999956  0.0029521 -0.0029521  0.9999956 
    1   107     2  1.4829407 -0.0069805  0.9999974  0.0022891 -0.0022891  0.9999974 
    1   107     3  1.4735397 -0.0111139  0.9999876  0.0049762 -0.0049762  0.9999876 
    1   107     4  1.4827001 -0.0082496  0.9999901  0.0044589 -0.0044589  0.9999901 
    1   108     1  1.4740788 -0.0119046  0.9999837  0.0057024 -0.0057024  0.9999837 
    1   108     2  1.4742166 -0.0099965  0.9999947  0.0032706 -0.0032706  0.9999947 
    1   108     3  1.4831059 -0.0089325  0.9999878  0.0049419 -0.0049419  0.9999878 
    1   108     4  1.4835483 -0.0070291  0.9999966  0.0026219 -0.0026219  0.9999966 
    1   109     1  1.4686347 -0.0096114  0.9999856  0.0053574 -0.0053574  0.9999856 
    1   109     2  1.4602075 -0.0123574  0.9999818  0.0060316 -0.0060316  0.9999818 
    1   109     3  1.4684366 -0.0081507  0.9999947  0.0032486 -0.0032486  0.9999947 
    1   109     4  1.4594990 -0.0110273  0.9999923  0.0039137 -0.0039137  0.9999923 
    1   110     1  1.4676698 -0.0082172  0.9999969  0.0025090 -0.0025090  0.9999969 
    1   110     2  1.4679312 -0.0095647  0.9999887  0.0047596 -0.0047596  0.9999887 
    1   110     3  1.4582073 -0.0112601  0.9999949  0.0031999 -0.0031999  0.9999949 
    1   110     4  1.4588267 -0.0124620  0.9999855  0.0053763 -0.0053763  0.9999855 
    1   111     1  1.4423579 -0.0124370  0.9999933  0.0036484 -0.0036484  0.9999933 
    1   111     2  1.4518222 -0.0091922  0.9999964  0.0026682 -0.0026682  0.9999964 
    1   111     3  1.4434069 -0.0139179  0.9999831  0.0058222 -0.0058222  0.9999831 
    1   111     4  1.4526076 -0.0108551  0.9999876  0.0049844 -0.0049844  0.9999876 
    1   112     1  1.4476406 -0.0138765  0.9999784  0.0065783 -0.0065783  0.9999784 
    1   112     2  1.4463664 -0.0117110  0.9999872  0.0050627 -0.0050627  0.9999872 
    1   112     3  1.4545797 -0.0111501  0.9999848  0.0055157 -0.0055157  0.9999848 
    1   112     4  1.4540058 -0.0086036  0.9999927  0.0038230 -0.0038230  0.9999927 
    1   113     1  1.4397258 -0.0117654  0.9999826  0.0058923 -0.0058923  0.9999826 
    1   113     2  1.4313953 -0.0154513  0.9999722  0.0074632 -0.0074632  0.9999722 
    1   113     3  1.4379705 -0.0082868  0.9999922  0.0039617 -0.0039617  0.9999922 
    1   113     4  1.4300322 -0.0125647  0.9999828  0.0058706 -0.0058706  0.9999828 
    1   114     1  1.4352583 -0.0103156  0.9999961  0.0028007 -0.0028007  0.9999961 
    1   114     2  1.4365856 -0.0120821  0.9999858  0.0053200 -0.0053200  0.9999858 
    1   114     3  1.4250232 -0.0138666  0.9999923  0.0039216 -0.0039216  0.9999923 
    1   114     4  1.4263702 -0.0155392  0.9999799  0.0063326 -0.0063326  0.9999799 
    1   115     1  1.4448812 -0.0081384  0.9999811  0.0061490 -0.0061490  0.9999811 
    1   115     2  1.4430589 -0.0128709  0.9999865  0.0051873 -0.0051873  0.9999865 
    1   115     3  1.4437527 -0.0130817  0.9999775  0.0067049 -0.0067049  0.9999775 
    1   115     4  1.4426935 -0.0152818  0.9999830  0.0058347 -0.0058347  0.9999830 
    1   116     1  1.4482147 -0.0121279  0.9999859  0.0053095 -0.0053095  0.9999859 
    1   116     2  1.4560671 -0.0095461  0.9999895  0.0045897 -0.0045897  0.9999895 
    1   116     3  1.4502469 -0.0133430  0.9999760  0.0069275 -0.0069275  0.9999760 
    1   116     4  1.4565020 -0.0110400  0.9999813  0.0061187 -0.0061187  0.9999813 
    1   117     1  1.4485904 -0.0121428  0.9999776  0.0066968 -0.0066968  0.9999776 
    1   117     2  1.4502149 -0.0127217  0.9999878  0.0049418 -0.0049418  0.9999878 
    1   117     3  1.4562660 -0.0098087  0.9999753  0.0070306 -0.0070306  0.9999753 
    1   117     4  1.4564988 -0.0106634  0.9999851  0.0054661 -0.0054661  0.9999851 
    1   118     1  1.4688781 -0.0092007  0.9999755  0.0070015 -0.0070015  0.9999755 
    1   118     2  1.4606810 -0.0116598  0.9999755  0.0069939 -0.0069939  0.9999755 
    1   118     3  1.4689556 -0.0091773  0.9999874  0.0050222 -0.0050222  0.9999874 
    1   118     4  1.4608936 -0.0115963  0.9999880  0.0049070 -0.0049070  0.9999880 
    1   119     1  1.4689877 -0.0090791  0.9999914  0.0041540 -0.0041540  0.9999914 
    1   119     2  1.4692578 -0.0093437  0.9999809  0.0061749 -0.0061749  0.9999809 
    1   119     3  1.4605884 -0.0116109  0.9999907  0.0043133 -0.0043133  0.9999907 
    1   119     4  1.4611476 -0.0118114  0.9999791  0.0064608 -0.0064608  0.9999791 
    1   120     1  1.4741462 -0.0114066  0.9999929  0.0037686 -0.0037686  0.9999929 
    1   120     2  1.4830108 -0.0087258  0.9999921  0.0039848 -0.0039848  0.9999921 
    1   120     3  1.4745848 -0.0108362  0.9999803  0.0062768 -0.0062768  0.9999803 
    1   120     4  1.4832473 -0.0082535  0.9999803  0.0062727 -0.0062727  0.9999803 
    1   121     1  1.4738256 -0.0102545  0.9999789  0.0064895 -0.0064895  0.9999789 
    1   121     2  1.4736796 -0.0108085  0.9999899  0.0044884 -0.0044884  0.9999899 
    1   121     3  1.4822629 -0.0076825  0.9999770  0.0067810 -0.0067810  0.9999770 
    1   121     4  1.4820599 -0.0082658  0.9999888  0.0047310 -0.0047310  0.9999888 
    1   122     1  1.4730184 -0.0105075  0.9999863  0.0052356 -0.0052356  0.9999863 
    1   122     2  1.4817303 -0.0078962  0.9999867  0.0051545 -0.0051545  0.9999867 
    1   122     3  1.4728933 -0.0105071  0.9999737  0.0072548 -0.0072548  0.9999737 
    1   122     4  1.4817422 -0.0078519  0.9999733  0.0073017 -0.0073017  0.9999733 
    1   123     1  1.4736800 -0.0110760  0.9999659  0.0082582 -0.0082582  0.9999659 
    1   123     2  1.4734891 -0.0097633  0.9999809  0.0061773 -0.0061773  0.9999809 
    1   123     3  1.4816533 -0.0085882  0.9999696  0.0077954 -0.0077954  0.9999696 
    1   123     4  1.4818915 -0.0071222  0.9999840  0.0056616 -0.0056616  0.9999840 
    1   124     1  1.4673550 -0.0082291  0.9999647  0.0084055 -0.0084055  0.9999647 
    1   124     2  1.4563668 -0.0115324  0.9999658  0.0082670 -0.0082670  0.9999658 
    1   124     3  1.4667888 -0.0087266  0.9999845  0.0055690 -0.0055690  0.9999845 
    1   124     4  1.4570204 -0.0116200  0.9999832  0.0058034 -0.0058034  0.9999832 
    1   125     1  1.4679850 -0.0093588  0.9999843  0.0055968 -0.0055968  0.9999843 
    1   125     2  1.4678961 -0.0085735  0.9999705  0.0076849 -0.0076849  0.9999705 
    1   125     3  1.4598097 -0.0118814  0.9999864  0.0052201 -0.0052201  0.9999864 
    1   125     4  1.4592399 -0.0112329  0.9999732  0.0073164 -0.0073164  0.9999732 
    1   126     1  1.4405675 -0.0108070  0.9999794  0.0064204 -0.0064204  0.9999794 
    1   126     2  1.4390658 -0.0094354  0.9999620  0.0087192 -0.0087192  0.9999620 
    1   126     3  1.4316565 -0.0138430  0.9999848  0.0055146 -0.0055146  0.9999848 
    1   126     4  1.4311156 -0.0124302  0.9999716  0.0075347 -0.0075347  0.9999716 
    1   127     1  1.4479171 -0.0131157  0.9999858  0.0053217 -0.0053217  0.9999858 
    1   127     2  1.4545682 -0.0107260  0.9999812  0.0061311 -0.0061311  0.9999812 
    1   127     3  1.4469195 -0.0115417  0.9999760  0.0069233 -0.0069233  0.9999760 
    1   127     4  1.4541467 -0.0089285  0.9999694  0.0078185 -0.0078185  0.9999694 
    1   128     1  1.4423478 -0.0126038  0.9999669  0.0081327 -0.0081327  0.9999669 
    1   128     2  1.4439365 -0.0147016  0.9999807  0.0062083 -0.0062083  0.9999807 
    1   128     3  1.4511021 -0.0092589  0.9999560  0.0093797 -0.0093797  0.9999560 
    1   128     4  1.4514713 -0.0114889  0.9999715  0.0075440 -0.0075440  0.9999715 
    1   129     1  1.4347508 -0.0112556  0.9999549  0.0095019 -0.0095019  0.9999549 
    1   129     2  1.4294561 -0.0130740  0.9999600  0.0089410 -0.0089410  0.9999600 
    1   129     3  1.4358302 -0.0121479  0.9999656  0.0082949 -0.0082949  0.9999656 
    1   129     4  1.4294367 -0.0146520  0.9999734  0.0072968 -0.0072968  0.9999734 
    1   130     1  1.4364432 -0.0163178  0.9999646  0.0084083 -0.0084083  0.9999646 
    1   130     2  1.4398247 -0.0121456  0.9999506  0.0099385 -0.0099385  0.9999506 
    1   130     3  1.4362703 -0.0119438  0.9999661  0.0082363 -0.0082363  0.9999661 
    1   130     4  1.4393748 -0.0086989  0.9999534  0.0096573 -0.0096573  0.9999534 
    1   131     1  1.4270648 -0.0124922  0.9999618  0.0087389 -0.0087389  0.9999618 
    1   131     2  1.4274669 -0.0154723  0.9999628  0.0086295 -0.0086295  0.9999628 
    1   131     3  1.4301242 -0.0093391  0.9999505  0.0099546 -0.0099546  0.9999505 
    1   131     4  1.4312183 -0.0124488  0.9999495  0.0100493 -0.0100493  0.9999495 
    1   132     1  1.4191377 -0.0094094  0.9999477  0.0102311 -0.0102311  0.9999477 
    1   132     2  1.4160159 -0.0148115  0.9999638  0.0085107 -0.0085107  0.9999638 
    1   132     3  1.4185302 -0.0150451  0.9999419  0.0107757 -0.0107757  0.9999419 
    1   132     4  1.4160784 -0.0185892  0.9999568  0.0092967 -0.0092967  0.9999568 
    1   133     1  1.4276098 -0.0135525  0.9999486  0.0101403 -0.0101403  0.9999486 
