Výsledky

Výpočtový krok 2

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 14.2.2013 15:38:16
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 2  Iteration: 2 at Time: 2
-----------------------------------------------------------------------------------------------
 Node   sigma_xx   sigma_yy     tau_xy
Units        MPa        MPa        MPa
 8128  0.2368604 -0.0127819 -0.0393375
 8129  0.3077445 -0.0121591 -0.0346657
 8130  0.2383386 -0.0144705 -0.0370287
 8131  0.1672301 -0.0147705 -0.0413398
 8132  0.1689945 -0.0167087 -0.0390410
 8133  0.0997735 -0.0191162 -0.0404879
 8134  0.0975261 -0.0168305 -0.0429969
 8135  0.0955096 -0.0143245 -0.0450726
 8136  0.1653396 -0.0126729 -0.0433376
 8137  0.1706424 -0.0184638 -0.0366070
 8138  0.2390219 -0.0159377 -0.0344639
 8139  0.2388813 -0.0174230 -0.0318201
 8140  0.1719346 -0.0198365 -0.0347197
 8141  0.1052521 -0.0225396 -0.0344201
 8142  0.1023406 -0.0211794 -0.0375655
 8143  0.3073962 -0.0133936 -0.0320174
 8144  0.3036242 -0.0148066 -0.0289215
 8145  0.2904957 -0.0154332 -0.0249930
 8146  0.2857853 -0.0165215 -0.0229023
 8147  0.1746179 -0.0213302 -0.0241188
 8148  0.2177277 -0.0183810 -0.0270550
 8149  0.2929871 -0.0154808 -0.0205388
 8150  0.2200818 -0.0183561 -0.0202163
 8151  0.3091924 -0.0148293 -0.0161108
 8152  0.2436168 -0.0174055 -0.0150818
 8153  0.3157198 -0.0134179 -0.0128231
 8154  0.2456275 -0.0159597 -0.0124003
 8155  0.3186985 -0.0121717 -0.0101020
 8156  0.2468512 -0.0144683 -0.0098083
 8157  0.1753853 -0.0184103 -0.0117696
 8158  0.1750451 -0.0166954 -0.0093309
 8159  0.1032969 -0.0191310 -0.0088851
 8160  0.1051955 -0.0211874 -0.0118037
 8161  0.1074881 -0.0225091 -0.0149327
 8162  0.1754987 -0.0197361 -0.0136403
 8163  0.1745810 -0.0147664 -0.0070193
 8164  0.2473855 -0.0127785 -0.0074699
 8165  0.2477054 -0.0110255 -0.0054338
 8166  0.1741056 -0.0126886 -0.0050275
 8167  0.1005455 -0.0143215 -0.0043109
 8168  0.1017678 -0.0168242 -0.0063709
 8169  0.3203211 -0.0107622 -0.0077383
 8170  0.3214049 -0.0093255 -0.0056814
 8171  0.3221122 -0.0078915 -0.0040439
 8172  0.2479009 -0.0092973 -0.0038040
 8173  0.3964013 -0.0065323 -0.0041806
 8174  0.3970627 -0.0054367 -0.0028242
 8175  0.3224049 -0.0065215 -0.0026786
 8176  0.2478713 -0.0075991 -0.0025068
 8177  0.4709669 -0.0052444 -0.0039666
 8178  0.4720023 -0.0043824 -0.0026264
 8179  0.3227128 -0.0052366 -0.0015931
 8180  0.3976179 -0.0043934 -0.0017009
 8181  0.3978744 -0.0034473 -0.0008435
 8182  0.3227353 -0.0040655 -0.0007627
 8183  0.2477208 -0.0047340 -0.0006302
 8184  0.2478664 -0.0060522 -0.0014630
 8185  0.4726337 -0.0035246 -0.0015965
 8186  0.4730036 -0.0027330 -0.0008054
 8187  0.4734409 -0.0020671 -0.0001572
 8188  0.3981773 -0.0025565 -0.0002439
 8189  0.4738283 -0.0015344  0.0003439
 8190  0.3983026 -0.0018480  0.0003083
 8191  0.3228966 -0.0030296 -0.0002297
 8192  0.3230342 -0.0022164  0.0003061
 8193  0.2476915 -0.0024939  0.0003335
 8194  0.2477309 -0.0035132 -0.0001531
 8195  0.3231688 -0.0015018  0.0005629
 8196  0.3984362 -0.0012131  0.0005932
 8197  0.3984816 -0.0007252  0.0008085
 8198  0.3232144 -0.0009249  0.0007576
 8199  0.2478095 -0.0009846  0.0007035
 8200  0.2477748 -0.0016437  0.0005433
 8201  0.4739535 -0.0010294  0.0006341
 8202  0.4740049 -0.0006330  0.0008559
 8203  0.4740520 -0.0003184  0.0009866
 8204  0.3985431 -0.0003400  0.0009346
 8205  0.4740985 -0.0000765  0.0010482
 8206  0.3986144 -0.0000447  0.0009927
 8207  0.3232849 -0.0004718  0.0008678
 8208  0.3233758 -0.0001264  0.0009144
 8209  0.2479960 -0.0000785  0.0008141
 8210  0.2478872 -0.0004687  0.0007865
 8211  0.3234804  0.0001274  0.0009154
 8212  0.3986922  0.0001733  0.0010006
 8213  0.3987732  0.0003267  0.0009727
 8214  0.3235924  0.0003055  0.0008848
 8215  0.2482648  0.0004050  0.0007680
 8216  0.2481249  0.0002064  0.0008037
 8217  0.4741445  0.0001025  0.0010578
 8218  0.4741895  0.0002287  0.0010300
 8219  0.4742327  0.0003116  0.0009764
 8220  0.3988544  0.0004277  0.0009207
 8221  0.4742735  0.0003602  0.0009061
 8222  0.3989332  0.0004871  0.0008532
 8223  0.3237066  0.0004225  0.0008333
 8224  0.3238188  0.0004912  0.0007691
 8225  0.2485498  0.0006103  0.0006560
 8226  0.2484083  0.0005346  0.0007165
 8227  0.3239260  0.0005228  0.0006982
 8228  0.3990079  0.0005144  0.0007773
 8229  0.3990771  0.0005177  0.0006979
 8230  0.3240259  0.0005269  0.0006251
 8231  0.2488120  0.0006484  0.0005267
 8232  0.2486853  0.0006446  0.0005916
 8233  0.4743112  0.0003820  0.0008264
 8234  0.4743453  0.0003839  0.0007425
 8235  0.4743757  0.0003713  0.0006586
 8236  0.3991399  0.0005036  0.0006187
 8237  0.4744023  0.0003488  0.0005774
 8238  0.3991960  0.0004776  0.0005424
 8239  0.3241173  0.0005111  0.0005530
 8240  0.3241995  0.0004816  0.0004839
 8241  0.2490325  0.0005973  0.0004042
 8242  0.2489280  0.0006303  0.0004637
 8243  0.3242723  0.0004436  0.0004193
 8244  0.3992454  0.0004441  0.0004705
 8245  0.3992882  0.0004063  0.0004043
 8246  0.3243359  0.0004007  0.0003599
 8247  0.2492066  0.0005070  0.0002990
 8248  0.2491253  0.0005548  0.0003492
 8249  0.4744251  0.0003201  0.0005008
 8250  0.4744444  0.0002879  0.0004301
 8251  0.4744604  0.0002543  0.0003659
 8252  0.3993248  0.0003669  0.0003441
 8253  0.4744735  0.0002210  0.0003084
 8254  0.3993557  0.0003276  0.0002903
 8255  0.3243907  0.0003558  0.0003063
 8256  0.3244375  0.0003112  0.0002584
 8257  0.2493372  0.0004078  0.0002139
 8258  0.2492770  0.0004573  0.0002540
 8259  0.3244770  0.0002681  0.0002161
 8260  0.3993816  0.0002898  0.0002428
 8261  0.3994028  0.0002543  0.0002012
 8262  0.3245098  0.0002277  0.0001792
 8263  0.2494310  0.0003153  0.0001482
 8264  0.2493882  0.0003601  0.0001788
 8265  0.4744841  0.0001889  0.0002575
 8266  0.4744924  0.0001589  0.0002131
 8267  0.4744988  0.0001313  0.0001747
 8268  0.3994201  0.0002217  0.0001652
 8269  0.4745036  0.0001064  0.0001418
 8270  0.3994341  0.0001922  0.0001344
 8271  0.3245369  0.0001906  0.0001473
 8272  0.3245590  0.0001570  0.0001199
 8273  0.2494955  0.0002370  0.0000992
 8274  0.2494664  0.0002742  0.0001218
 8275  0.3245769  0.0001270  0.0000967
 8276  0.3994451  0.0001659  0.0001082
 8277  0.3994537  0.0001428  0.0000861
 8278  0.3245910  0.0001006  0.0000771
 8279  0.2495381  0.0001745  0.0000639
 8280  0.2495191  0.0002038  0.0000800
 8281  0.4745071  0.0000843  0.0001138
 8282  0.4745095  0.0000648  0.0000904
 8283  0.4745111  0.0000479  0.0000708
 8284  0.3994602  0.0001227  0.0000677
 8285  0.4745121  0.0000334  0.0000547
 8286  0.3994651  0.0001054  0.0000525
 8287  0.3246021  0.0000776  0.0000608
 8288  0.3246107  0.0000579  0.0000473
 8289  0.2495648  0.0001272  0.0000393
 8290  0.2495531  0.0001491  0.0000505
 8291  0.3246172  0.0000410  0.0000362
 8292  0.3994687  0.0000907  0.0000400
 8293  0.3994712  0.0000783  0.0000299
 8294  0.3246220  0.0000267  0.0000272
 8295  0.2495807  0.0000926  0.0000227
 8296  0.2495738  0.0001084  0.0000301
 8297  0.4745125  0.0000211  0.0000415
 8298  0.4745126  0.0000107  0.0000308
 8299  0.4745124  1.99e-006  0.0000222
 8300  0.3994729  0.0000679  0.0000218
 8301  0.4745120 -5.18e-006  0.0000155
 8302  0.3994740  0.0000593  0.0000154
 8303  0.3246255  0.0000148  0.0000199
 8304  0.3246279  4.91e-006  0.0000142
 8305  0.2495893  0.0000684  0.0000120
 8306  0.2495857  0.0000793  0.0000168
 8307  0.3246294 -3.22e-006  9.62e-006
 8308  0.3994745  0.0000522  0.0000103
 8309  0.3994747  0.0000465  6.41e-006
 8310  0.3246303 -9.83e-006  6.12e-006
 8311  0.2495933  0.0000519  5.30e-006
 8312  0.2495917  0.0000593  8.20e-006
 8313  0.4745115 -0.0000111  0.0000102
 8314  0.4745110 -0.0000158  6.14e-006
 8315  0.4745104 -0.0000196  3.08e-006
 8316  0.3994746  0.0000419  3.46e-006
 8317  0.4745098 -0.0000227  8.27e-007
 8318  0.3994743  0.0000382  1.26e-006
 8319  0.3246308 -0.0000151  3.45e-006
 8320  0.3246309 -0.0000194  1.45e-006
 8321  0.2495946  0.0000413  1.40e-006
 8322  0.2495942  0.0000460  3.08e-006
 8323  0.3246307 -0.0000227 -1.78e-009
 8324  0.3994739  0.0000354 -3.23e-007
 8325  0.3994735  0.0000331 -1.42e-006
 8326  0.3246303 -0.0000253 -1.01e-006
 8327  0.2495945  0.0000346 -6.73e-007
 8328  0.2495947  0.0000375  1.71e-007
 8329  0.4745092 -0.0000250 -7.84e-007
 8330  0.4745086 -0.0000269 -1.89e-006
 8331  0.4745081 -0.0000283 -2.59e-006
 8332  0.3994730  0.0000314 -2.14e-006
 8333  0.4745077 -0.0000293 -2.99e-006
 8334  0.3994724  0.0000302 -2.56e-006
 8335  0.3246299 -0.0000273 -1.68e-006
 8336  0.3246294 -0.0000288 -2.09e-006
 8337  0.2495936  0.0000307 -1.61e-006
 8338  0.2495941  0.0000324 -1.23e-006
 8339  0.3246288 -0.0000299 -2.30e-006
 8340  0.3994720  0.0000292 -2.76e-006
 8341  0.3994715  0.0000286 -2.79e-006
 8342  0.3246283 -0.0000307 -2.35e-006
 8343  0.2495925  0.0000285 -1.85e-006
 8344  0.2495930  0.0000294 -1.81e-006
 8345  0.4745073 -0.0000301 -3.16e-006
 8346  0.4745069 -0.0000306 -3.15e-006
 8347  0.4745066 -0.0000310 -3.02e-006
 8348  0.3994711  0.0000281 -2.70e-006
 8349  0.4745063 -0.0000312 -2.80e-006
 8350  0.3994707  0.0000278 -2.52e-006
 8351  0.3246278 -0.0000312 -2.29e-006
 8352  0.3246273 -0.0000316 -2.15e-006
 8353  0.2495913  0.0000275 -1.72e-006
 8354  0.2495919  0.0000279 -1.80e-006
 8355  0.3246269 -0.0000318 -1.96e-006
 8356  0.3994703  0.0000276 -2.28e-006
 8357  0.3994700  0.0000275 -2.00e-006
 8358  0.3246265 -0.0000319 -1.72e-006
 8359  0.2495904  0.0000270 -1.38e-006
 8360  0.2495909  0.0000272 -1.58e-006
 8361  0.4745061 -0.0000313 -2.52e-006
 8362  0.4745059 -0.0000314 -2.20e-006
 8363  0.4745057 -0.0000314 -1.85e-006
 8364  0.3994698  0.0000275 -1.69e-006
 8365  0.4745056 -0.0000314 -1.49e-006
 8366  0.3994696  0.0000274 -1.36e-006
 8367  0.3246262 -0.0000320 -1.45e-006
 8368  0.3246259 -0.0000320 -1.18e-006
 8369  0.2495897  0.0000270 -9.47e-007
 8370  0.2495901  0.0000270 -1.16e-006
 8371  0.3246257 -0.0000320 -8.92e-007
 8372  0.3994694  0.0000275 -1.03e-006
 8373  0.3994693  0.0000275 -6.86e-007
 8374  0.3246256 -0.0000320 -5.95e-007
 8375  0.2495893  0.0000269 -4.79e-007
 8376  0.2495895  0.0000269 -7.31e-007
 8377  0.4745055 -0.0000314 -1.12e-006
 8378  0.4745054 -0.0000314 -7.49e-007
 8379  0.4745054 -0.0000314 -3.75e-007
 8380  0.3994693  0.0000275 -3.42e-007
 8381  0.4745054 -0.0000314 -8.32e-012
 8382  0.3994693  0.0000275 -7.53e-012
 8383  0.3246255 -0.0000320 -2.94e-007
 8384  0.3246255 -0.0000320 -6.40e-012
 8385  0.2495892  0.0000270 -5.02e-012
 8386  0.2495892  0.0000269 -2.26e-007
 8387  0.3246255 -0.0000320  2.94e-007
 8388  0.3994693  0.0000275  3.42e-007
 8389  0.3994693  0.0000275  6.86e-007
 8390  0.3246256 -0.0000320  5.95e-007
 8391  0.2495893  0.0000269  4.79e-007
 8392  0.2495892  0.0000269  2.26e-007
 8393  0.4745054 -0.0000314  3.75e-007
 8394  0.4745054 -0.0000314  7.49e-007
 8395  0.4745055 -0.0000314  1.12e-006
 8396  0.3994694  0.0000275  1.03e-006
 8397  0.4745056 -0.0000314  1.49e-006
 8398  0.3994696  0.0000274  1.36e-006
 8399  0.3246257 -0.0000320  8.92e-007
 8400  0.3246259 -0.0000320  1.18e-006
 8401  0.2495897  0.0000270  9.47e-007
 8402  0.2495895  0.0000269  7.31e-007
 8403  0.3246262 -0.0000320  1.45e-006
 8404  0.3994698  0.0000275  1.69e-006
 8405  0.3994700  0.0000275  2.00e-006
 8406  0.3246265 -0.0000319  1.72e-006
 8407  0.2495904  0.0000270  1.38e-006
 8408  0.2495901  0.0000270  1.16e-006
 8409  0.4745057 -0.0000314  1.85e-006
 8410  0.4745059 -0.0000314  2.20e-006
 8411  0.4745061 -0.0000313  2.52e-006
 8412  0.3994703  0.0000276  2.28e-006
 8413  0.4745063 -0.0000312  2.80e-006
 8414  0.3994707  0.0000278  2.52e-006
 8415  0.3246269 -0.0000318  1.96e-006
 8416  0.3246273 -0.0000316  2.15e-006
 8417  0.2495913  0.0000275  1.72e-006
 8418  0.2495909  0.0000272  1.58e-006
 8419  0.3246278 -0.0000312  2.29e-006
 8420  0.3994711  0.0000281  2.70e-006
 8421  0.3994715  0.0000286  2.79e-006
 8422  0.3246283 -0.0000307  2.35e-006
 8423  0.2495925  0.0000285  1.85e-006
 8424  0.2495919  0.0000279  1.80e-006
 8425  0.4745066 -0.0000310  3.02e-006
 8426  0.4745069 -0.0000306  3.15e-006
 8427  0.4745073 -0.0000301  3.16e-006
 8428  0.3994720  0.0000292  2.76e-006
 8429  0.4745077 -0.0000293  2.99e-006
 8430  0.3994724  0.0000302  2.56e-006
 8431  0.3246288 -0.0000299  2.30e-006
 8432  0.3246294 -0.0000288  2.09e-006
 8433  0.2495936  0.0000307  1.61e-006
 8434  0.2495930  0.0000294  1.81e-006
 8435  0.3246299 -0.0000273  1.68e-006
 8436  0.3994730  0.0000314  2.14e-006
 8437  0.3994735  0.0000331  1.42e-006
 8438  0.3246303 -0.0000253  1.01e-006
 8439  0.2495945  0.0000346  6.73e-007
 8440  0.2495941  0.0000324  1.23e-006
 8441  0.4745081 -0.0000283  2.59e-006
 8442  0.4745086 -0.0000269  1.89e-006
 8443  0.4745092 -0.0000250  7.84e-007
 8444  0.3994739  0.0000354  3.23e-007
 8445  0.4745098 -0.0000227 -8.27e-007
 8446  0.3994743  0.0000382 -1.26e-006
 8447  0.3246307 -0.0000227  1.79e-009
 8448  0.3246309 -0.0000194 -1.45e-006
 8449  0.2495946  0.0000413 -1.40e-006
 8450  0.2495947  0.0000375 -1.71e-007
 8451  0.3246308 -0.0000151 -3.45e-006
 8452  0.3994746  0.0000419 -3.46e-006
 8453  0.3994747  0.0000465 -6.41e-006
 8454  0.3246303 -9.83e-006 -6.12e-006
 8455  0.2495933  0.0000519 -5.30e-006
 8456  0.2495942  0.0000460 -3.08e-006
 8457  0.4745104 -0.0000196 -3.08e-006
 8458  0.4745110 -0.0000158 -6.14e-006
 8459  0.4745115 -0.0000111 -0.0000102
 8460  0.3994745  0.0000522 -0.0000103
 8461  0.4745120 -5.18e-006 -0.0000155
 8462  0.3994740  0.0000593 -0.0000154
 8463  0.3246294 -3.22e-006 -9.62e-006
 8464  0.3246279  4.91e-006 -0.0000142
 8465  0.2495893  0.0000684 -0.0000120
 8466  0.2495917  0.0000593 -8.20e-006
 8467  0.3246255  0.0000148 -0.0000199
 8468  0.3994729  0.0000679 -0.0000218
 8469  0.3994712  0.0000783 -0.0000299
 8470  0.3246220  0.0000267 -0.0000272
 8471  0.2495807  0.0000926 -0.0000227
 8472  0.2495857  0.0000793 -0.0000168
 8473  0.4745124  1.99e-006 -0.0000222
 8474  0.4745126  0.0000107 -0.0000308
 8475  0.4745125  0.0000211 -0.0000415
 8476  0.3994687  0.0000907 -0.0000400
 8477  0.4745121  0.0000334 -0.0000547
 8478  0.3994651  0.0001054 -0.0000525
 8479  0.3246172  0.0000410 -0.0000362
 8480  0.3246107  0.0000579 -0.0000473
 8481  0.2495648  0.0001272 -0.0000393
 8482  0.2495738  0.0001084 -0.0000301
 8483  0.3246021  0.0000776 -0.0000608
 8484  0.3994602  0.0001227 -0.0000677
 8485  0.3994537  0.0001428 -0.0000861
 8486  0.3245910  0.0001006 -0.0000771
 8487  0.2495381  0.0001745 -0.0000639
 8488  0.2495531  0.0001491 -0.0000505
 8489  0.4745111  0.0000479 -0.0000708
 8490  0.4745095  0.0000648 -0.0000904
 8491  0.4745071  0.0000843 -0.0001138
 8492  0.3994451  0.0001659 -0.0001082
 8493  0.4745036  0.0001064 -0.0001418
 8494  0.3994341  0.0001922 -0.0001344
 8495  0.3245769  0.0001270 -0.0000967
 8496  0.3245591  0.0001570 -0.0001199
 8497  0.2494955  0.0002370 -0.0000992
 8498  0.2495191  0.0002038 -0.0000800
 8499  0.3245370  0.0001906 -0.0001473
 8500  0.3994202  0.0002217 -0.0001652
 8501  0.3994028  0.0002543 -0.0002012
 8502  0.3245098  0.0002277 -0.0001792
 8503  0.2494310  0.0003153 -0.0001482
 8504  0.2494664  0.0002742 -0.0001218
 8505  0.4744988  0.0001313 -0.0001747
 8506  0.4744924  0.0001589 -0.0002131
 8507  0.4744841  0.0001889 -0.0002575
 8508  0.3993816  0.0002898 -0.0002428
 8509  0.4744735  0.0002210 -0.0003084
 8510  0.3993557  0.0003276 -0.0002903
 8511  0.3244770  0.0002681 -0.0002161
 8512  0.3244375  0.0003112 -0.0002584
 8513  0.2493372  0.0004078 -0.0002139
 8514  0.2493882  0.0003601 -0.0001788
 8515  0.3243908  0.0003558 -0.0003063
 8516  0.3993248  0.0003669 -0.0003441
 8517  0.3992882  0.0004063 -0.0004043
 8518  0.3243359  0.0004007 -0.0003599
 8519  0.2492066  0.0005070 -0.0002990
 8520  0.2492770  0.0004573 -0.0002540
 8521  0.4744604  0.0002543 -0.0003659
 8522  0.4744444  0.0002879 -0.0004301
 8523  0.4744251  0.0003201 -0.0005008
 8524  0.3992454  0.0004441 -0.0004705
 8525  0.4744023  0.0003488 -0.0005774
 8526  0.3991960  0.0004776 -0.0005424
 8527  0.3242723  0.0004436 -0.0004193
 8528  0.3241995  0.0004817 -0.0004839
 8529  0.2490325  0.0005973 -0.0004042
 8530  0.2491253  0.0005548 -0.0003491
 8531  0.3241174  0.0005111 -0.0005530
 8532  0.3991399  0.0005036 -0.0006187
 8533  0.3990771  0.0005177 -0.0006979
 8534  0.3240260  0.0005269 -0.0006251
 8535  0.2488120  0.0006484 -0.0005267
 8536  0.2489280  0.0006303 -0.0004637
 8537  0.4743757  0.0003713 -0.0006586
 8538  0.4743454  0.0003839 -0.0007425
 8539  0.4743112  0.0003821 -0.0008264
 8540  0.3990079  0.0005145 -0.0007773
 8541  0.4742735  0.0003602 -0.0009061
 8542  0.3989332  0.0004872 -0.0008533
 8543  0.3239260  0.0005229 -0.0006982
 8544  0.3238188  0.0004912 -0.0007691
 8545  0.2485498  0.0006104 -0.0006560
 8546  0.2486853  0.0006447 -0.0005916
 8547  0.3237066  0.0004225 -0.0008334
 8548  0.3988544  0.0004278 -0.0009207
 8549  0.3987732  0.0003268 -0.0009728
 8550  0.3235925  0.0003055 -0.0008849
 8551  0.2482648  0.0004050 -0.0007682
 8552  0.2484083  0.0005347 -0.0007166
 8553  0.4742328  0.0003117 -0.0009764
 8554  0.4741895  0.0002287 -0.0010301
 8555  0.4741445  0.0001025 -0.0010578
 8556  0.3986922  0.0001733 -0.0010006
 8557  0.4740985 -0.0000765 -0.0010481
 8558  0.3986145 -0.0000447 -0.0009927
 8559  0.3234805  0.0001274 -0.0009155
 8560  0.3233759 -0.0001264 -0.0009144
 8561  0.2479962 -0.0000786 -0.0008141
 8562  0.2481250  0.0002063 -0.0008038
 8563  0.3232850 -0.0004717 -0.0008677
 8564  0.3985432 -0.0003398 -0.0009345
 8565  0.3984818 -0.0007249 -0.0008086
 8566  0.3232144 -0.0009245 -0.0007575
 8567  0.2478096 -0.0009843 -0.0007033
 8568  0.2478873 -0.0004686 -0.0007864
 8569  0.4740520 -0.0003183 -0.0009866
 8570  0.4740048 -0.0006327 -0.0008558
 8571  0.4739533 -0.0010290 -0.0006359
 8572  0.3984352 -0.0012113 -0.0005929
 8573  0.4738268 -0.0015343 -0.0003029
 8574  0.3983567 -0.0018682 -0.0003057
 8575  0.3231688 -0.0015010 -0.0005623
 8576  0.3230344 -0.0022172 -0.0003054
 8577  0.2476922 -0.0024937 -0.0003334
 8578  0.2477751 -0.0016435 -0.0005429
 8579  0.3228970 -0.0030282  0.0002292
 8580  0.3981761 -0.0025563  0.0001949
 8581  0.3978208 -0.0034336  0.0008433
 8582  0.3227358 -0.0040600  0.0007563
 8583  0.2477165 -0.0047230  0.0006296
 8584  0.2477321 -0.0035114  0.0001526
 8585  0.4734395 -0.0020673  0.0001678
 8586  0.4730021 -0.0027370  0.0008495
 8587  0.4725684 -0.0035285  0.0015972
 8588  0.3974972 -0.0043881  0.0017087
 8589  0.4719198 -0.0043430  0.0026673
 8590  0.3970375 -0.0054015  0.0027755
 8591  0.3225508 -0.0052640  0.0016386
 8592  0.3222801 -0.0065111  0.0026917
 8593  0.2476592 -0.0075933  0.0024614
 8594  0.2476939 -0.0060916  0.0014639
 8595  0.3218502 -0.0079367  0.0040804
 8596  0.3963279 -0.0065676  0.0041323
 8597  0.3213594 -0.0093555  0.0056877
 8598  0.2476211 -0.0110024  0.0054369
 8599  0.2475551 -0.0092981  0.0038041
 8600  0.4709010 -0.0052608  0.0039798
 8601  0.3202207 -0.0107901  0.0077351
 8602  0.2473209 -0.0127801  0.0074706
 8603  0.3186421 -0.0121584  0.0100974
 8604  0.2467839 -0.0144682  0.0098003
 8605  0.1745847 -0.0147680  0.0070246
 8606  0.1749533 -0.0167024  0.0093258
 8607  0.1032333 -0.0191120  0.0088837
 8608  0.1017653 -0.0168298  0.0063775
 8609  0.1005454 -0.0143218  0.0043037
 8610  0.1741111 -0.0126702  0.0050235
 8611  0.1752449 -0.0184532  0.0117622
 8612  0.2454870 -0.0159292  0.0124010
 8613  0.2434810 -0.0174087  0.0150862
 8614  0.1752981 -0.0198021  0.0136429
 8615  0.1072461 -0.0225220  0.0149405
 8616  0.1050454 -0.0211729  0.0117976
 8617  0.3156403 -0.0133952  0.0128325
 8618  0.3091244 -0.0148250  0.0161151
 8619  0.2929813 -0.0154820  0.0205318
 8620  0.2857853 -0.0165215  0.0228934
 8621  0.1746174 -0.0213305  0.0241378
 8622  0.2199572 -0.0183434  0.0202321
 8623  0.2905021 -0.0154324  0.0249858
 8624  0.2178504 -0.0183932  0.0270671
 8625  0.3036895 -0.0148120  0.0289233
 8626  0.2390144 -0.0174188  0.0318191
 8627  0.3074726 -0.0134148  0.0320206
 8628  0.2391575 -0.0159675  0.0344601
 8629  0.3078003 -0.0121708  0.0346604
 8630  0.2384038 -0.0144715  0.0370192
 8631  0.1707798 -0.0184219  0.0365984
 8632  0.1690839 -0.0167020  0.0390366
 8633  0.0998354 -0.0191340  0.0404857
 8634  0.1024874 -0.0211928  0.0375565
 8635  0.1054893 -0.0225271  0.0344245
 8636  0.1721300 -0.0197719  0.0347201
 8637  0.1672263 -0.0147688  0.0413450
 8638  0.2369214 -0.0127811  0.0393361
 8639  0.2351937 -0.0110272  0.0413561
 8640  0.1653346 -0.0126905  0.0433346
 8641  0.0955099 -0.0143243  0.0450657
 8642  0.0975283 -0.0168252  0.0430035
 8643  0.3067637 -0.0107642  0.0369742
 8644  0.3051620 -0.0093275  0.0389925
 8645  0.3031780 -0.0078933  0.0406048
 8646  0.2333249 -0.0092961  0.0429761
 8647  0.3731232 -0.0065320  0.0377818
 8648  0.3704570 -0.0054348  0.0391149
 8649  0.3007758 -0.0065222  0.0419525
 8650  0.2312278 -0.0075992  0.0442653
 8651  0.4433360 -0.0052447  0.0347429
 8652  0.4403982 -0.0043813  0.0360435
 8653  0.2983717 -0.0052378  0.0430314
 8654  0.3676720 -0.0043902  0.0402197
 8655  0.3645968 -0.0034444  0.0410613
 8656  0.2956961 -0.0040670  0.0438517
 8657  0.2269214 -0.0047314  0.0461292
 8658  0.2291426 -0.0060538  0.0453042
 8659  0.4370769 -0.0035235  0.0370552
 8660  0.4334947 -0.0027353  0.0378386
 8661  0.4299611 -0.0020684  0.0384671
 8662  0.3615617 -0.0025582  0.0416576
 8663  0.4263724 -0.0015312  0.0389468
 8664  0.3583518 -0.0018487  0.0421969
 8665  0.2931568 -0.0030312  0.0443882
 8666  0.2905740 -0.0022152  0.0449041
 8667  0.2227336 -0.0024952  0.0470885
 8668  0.2248569 -0.0035116  0.0466126
 8669  0.2880022 -0.0014988  0.0451609
 8670  0.3551607 -0.0012165  0.0424867
 8671  0.3518776 -0.0007290  0.0427022
 8672  0.2853422 -0.0009218  0.0453554
 8673  0.2186915 -0.0009882  0.0474636
 8674  0.2207365 -0.0016473  0.0473034
 8675  0.4225500 -0.0010265  0.0392370
 8676  0.4186463 -0.0006299  0.0394583
 8677  0.4147390 -0.0003150  0.0395891
 8678  0.3486099 -0.0003439  0.0428282
 8679  0.4108313 -0.0000728  0.0396507
 8680  0.3453522 -0.0000489  0.0428863
 8681  0.2827074 -0.0004684  0.0454656
 8682  0.2800929 -0.0001227  0.0455122
 8683  0.2147181 -0.0000826  0.0475742
 8684  0.2166893 -0.0004726  0.0475465
 8685  0.2774922  0.0001314  0.0455132
 8686  0.3421010  0.0001689  0.0428942
 8687  0.3388531  0.0003222  0.0428664
 8688  0.2748990  0.0003098  0.0454826
 8689  0.2108269  0.0004004  0.0475280
 8690  0.2127670  0.0002020  0.0475637
 8691  0.4069230  0.0001065  0.0396605
 8692  0.4030138  0.0002330  0.0396327
 8693  0.3991028  0.0003162  0.0395791
 8694  0.3356053  0.0004230  0.0428143
 8695  0.3951893  0.0003650  0.0395088
 8696  0.3323552  0.0004821  0.0427469
 8697  0.2723080  0.0004270  0.0454311
 8698  0.2697149  0.0004960  0.0453669
 8699  0.2069521  0.0006052  0.0474160
 8700  0.2088905  0.0005298  0.0474765
 8701  0.2671169  0.0005279  0.0452960
 8702  0.3291010  0.0005092  0.0426710
 8703  0.3258413  0.0005122  0.0425916
 8704  0.2645116  0.0005322  0.0452229
 8705  0.2030544  0.0006429  0.0472867
 8706  0.2050077  0.0006394  0.0473516
 8707  0.3912728  0.0003871  0.0394291
 8708  0.3873527  0.0003893  0.0393452
 8709  0.3834289  0.0003769  0.0392613
 8710  0.3225752  0.0004979  0.0425125
 8711  0.3795013  0.0003547  0.0391801
 8712  0.3193024  0.0004717  0.0424361
 8713  0.2618978  0.0005167  0.0451508
 8714  0.2592748  0.0004875  0.0450817
 8715  0.1991151  0.0005913  0.0471643
 8716  0.2010905  0.0006245  0.0472238
 8717  0.2566423  0.0004497  0.0450171
 8718  0.3160228  0.0004379  0.0423643
 8719  0.3127367  0.0003999  0.0422980
 8720  0.2540007  0.0004071  0.0449578
 8721  0.1951294  0.0005006  0.0470590
 8722  0.1971280  0.0005485  0.0471092
 8723  0.3755699  0.0003262  0.0391036
