          x          y   sigma_xx   sigma_yy   sigma_xy
 -0.3625000  0.1238000  0.1743807  0.0002637  0.0000902
 -0.3625000  0.1351000  0.0990888  0.0002770  0.0000542
 -0.3500000  0.1238000  0.1744152  0.0002237  0.0000734
 -0.3500000  0.1351000  0.0991270  0.0002352  0.0000437
 -0.3375000  0.1238000  0.1744434  0.0001879  0.0000591
 -0.3250000  0.1238000  0.1744662  0.0001564  0.0000472
 -0.3250000  0.1351000  0.0991838  0.0001640  0.0000279
 -0.3375000  0.1351000  0.0991584  0.0001973  0.0000349
 -0.3125000  0.1238000  0.1744842  0.0001290  0.0000373
 -0.3125000  0.1351000  0.0992038  0.0001355  0.0000222
 -0.3000000  0.1238000  0.1744984  0.0001055  0.0000291
 -0.3000000  0.1351000  0.0992196  0.0001111  0.0000171
 -0.2875000  0.1238000  0.1745095  0.0000852  0.0000223
 -0.2750000  0.1238000  0.1745179  0.0000681  0.0000169
 -0.2750000  0.1351000  0.0992417  0.0000714  0.0000099
 -0.2875000  0.1351000  0.0992321  0.0000896  0.0000129
 -0.2625000  0.1238000  0.1745241  0.0000539  0.0000125
 -0.2625000  0.1351000  0.0992487  0.0000567  0.0000075
 -0.2500000  0.1238000  0.1745286  0.0000421  0.0000089
 -0.2500000  0.1351000  0.0992537  0.0000446  0.0000052
 -0.2375000  0.1238000  0.1745318  0.0000323  0.0000061
 -0.2250000  0.1238000  0.1745340  0.0000242  0.0000040
 -0.2250000  0.1351000  0.0992602  0.0000253  0.0000024
 -0.2375000  0.1351000  0.0992576  0.0000340  0.0000034
 -0.2125000  0.1238000  0.1745353  0.0000179  0.0000024
 -0.2125000  0.1351000  0.0992616  0.0000189  0.0000016
 -0.2000000  0.1238000  0.1745359  0.0000128  0.0000011
 -0.2000000  0.1351000  0.0992624  0.0000138  0.0000007
 -0.1875000  0.1238000  0.1745362  0.0000087  0.0000002
 -0.1750000  0.1238000  0.1745361  0.0000055 -0.0000004
 -0.1750000  0.1351000  0.0992630  0.0000056 -0.0000002
 -0.1875000  0.1351000  0.0992629  0.0000092 -0.0000001
 -0.1625000  0.1238000  0.1745358  0.0000031 -0.0000008
 -0.1625000  0.1351000  0.0992626  0.0000034 -0.0000003
 -0.1500000  0.1238000  0.1745353  0.0000014 -0.0000011
 -0.1500000  0.1351000  0.0992620  0.0000017 -0.0000006
 -0.1375000  0.1238000  0.1745347 -0.0000001 -0.0000013
 -0.1250000  0.1238000  0.1745342 -0.0000011 -0.0000013
 -0.1250000  0.1351000  0.0992611 -0.0000014 -0.0000008
 -0.1375000  0.1351000  0.0992616 -0.0000000 -0.0000010
 -0.1125000  0.1238000  0.1745335 -0.0000017 -0.0000012
 -0.1125000  0.1351000  0.0992603 -0.0000018 -0.0000005
 -0.1000000  0.1238000  0.1745329 -0.0000021 -0.0000012
 -0.1000000  0.1351000  0.0992596 -0.0000020 -0.0000007
 -0.0875000  0.1238000  0.1745324 -0.0000025 -0.0000012
 -0.0750000  0.1238000  0.1745320 -0.0000028 -0.0000010
 -0.0750000  0.1351000  0.0992588 -0.0000031 -0.0000006
 -0.0875000  0.1351000  0.0992592 -0.0000026 -0.0000009
 -0.0625000  0.1238000  0.1745315 -0.0000028 -0.0000008
 -0.0625000  0.1351000  0.0992582 -0.0000029 -0.0000003
 -0.0500000  0.1238000  0.1745312 -0.0000028 -0.0000007
 -0.0500000  0.1351000  0.0992577 -0.0000027 -0.0000004
 -0.0375000  0.1238000  0.1745309 -0.0000029 -0.0000006
 -0.0250000  0.1238000  0.1745308 -0.0000029 -0.0000003
 -0.0250000  0.1351000  0.0992575 -0.0000033 -0.0000002
 -0.0375000  0.1351000  0.0992576 -0.0000030 -0.0000005
 -0.0125000  0.1238000  0.1745306 -0.0000028 -0.0000001
 -0.0125000  0.1351000  0.0992573 -0.0000030  0.0000001
  0.0000000  0.1238000  0.1745306 -0.0000028 -0.0000000
  0.0000000  0.1351000  0.0992571 -0.0000027 -0.0000000
  0.0125000  0.1238000  0.1745306 -0.0000028  0.0000001
  0.0250000  0.1238000  0.1745308 -0.0000029  0.0000003
  0.0250000  0.1351000  0.0992575 -0.0000033  0.0000002
  0.0125000  0.1351000  0.0992573 -0.0000030 -0.0000001
  0.0375000  0.1238000  0.1745309 -0.0000029  0.0000006
  0.0375000  0.1351000  0.0992576 -0.0000030  0.0000005
  0.0500000  0.1238000  0.1745312 -0.0000028  0.0000007
  0.0500000  0.1351000  0.0992577 -0.0000027  0.0000004
  0.0625000  0.1238000  0.1745315 -0.0000028  0.0000008
  0.0750000  0.1238000  0.1745320 -0.0000028  0.0000010
  0.0750000  0.1351000  0.0992588 -0.0000031  0.0000006
  0.0625000  0.1351000  0.0992582 -0.0000029  0.0000003
  0.0875000  0.1238000  0.1745324 -0.0000025  0.0000012
  0.0875000  0.1351000  0.0992592 -0.0000026  0.0000009
  0.1000000  0.1238000  0.1745329 -0.0000021  0.0000012
  0.1000000  0.1351000  0.0992596 -0.0000020  0.0000007
  0.1125000  0.1238000  0.1745335 -0.0000017  0.0000012
  0.1250000  0.1238000  0.1745342 -0.0000011  0.0000013
  0.1250000  0.1351000  0.0992611 -0.0000014  0.0000008
  0.1125000  0.1351000  0.0992603 -0.0000018  0.0000005
  0.1375000  0.1238000  0.1745347 -0.0000001  0.0000013
  0.1375000  0.1351000  0.0992616 -0.0000000  0.0000010
  0.1500000  0.1238000  0.1745353  0.0000014  0.0000011
  0.1500000  0.1351000  0.0992620  0.0000017  0.0000006
  0.1625000  0.1238000  0.1745358  0.0000031  0.0000008
  0.1750000  0.1238000  0.1745361  0.0000055  0.0000004
  0.1750000  0.1351000  0.0992630  0.0000056  0.0000002
  0.1625000  0.1351000  0.0992626  0.0000034  0.0000003
  0.1875000  0.1238000  0.1745362  0.0000087 -0.0000002
  0.1875000  0.1351000  0.0992629  0.0000092  0.0000001
  0.2000000  0.1238000  0.1745359  0.0000128 -0.0000011
  0.2000000  0.1351000  0.0992624  0.0000138 -0.0000007
  0.2125000  0.1238000  0.1745353  0.0000179 -0.0000024
  0.2250000  0.1238000  0.1745340  0.0000242 -0.0000040
  0.2250000  0.1351000  0.0992602  0.0000253 -0.0000024
  0.2125000  0.1351000  0.0992616  0.0000189 -0.0000016
  0.2375000  0.1238000  0.1745318  0.0000323 -0.0000061
  0.2375000  0.1351000  0.0992576  0.0000340 -0.0000034
  0.2500000  0.1238000  0.1745286  0.0000421 -0.0000089
  0.2500000  0.1351000  0.0992537  0.0000446 -0.0000052
  0.2625000  0.1238000  0.1745241  0.0000539 -0.0000125
  0.2750000  0.1238000  0.1745179  0.0000681 -0.0000169
  0.2750000  0.1351000  0.0992417  0.0000714 -0.0000099
  0.2625000  0.1351000  0.0992487  0.0000567 -0.0000075
  0.2875000  0.1238000  0.1745095  0.0000852 -0.0000223
  0.2875000  0.1351000  0.0992321  0.0000896 -0.0000129
  0.3000000  0.1238000  0.1744984  0.0001055 -0.0000291
  0.3000000  0.1351000  0.0992196  0.0001111 -0.0000171
  0.3125000  0.1238000  0.1744842  0.0001290 -0.0000373
  0.3250000  0.1238000  0.1744662  0.0001563 -0.0000472
  0.3250000  0.1351000  0.0991838  0.0001640 -0.0000279
  0.3125000  0.1351000  0.0992038  0.0001355 -0.0000222
  0.3375000  0.1238000  0.1744434  0.0001879 -0.0000591
  0.3375000  0.1351000  0.0991584  0.0001973 -0.0000349
  0.3500000  0.1238000  0.1744152  0.0002237 -0.0000734
  0.3500000  0.1351000  0.0991270  0.0002352 -0.0000437
  0.3625000  0.1238000  0.1743807  0.0002637 -0.0000903
  0.3750000  0.1238000  0.1743388  0.0003080 -0.0001099
  0.3750000  0.1351000  0.0990425  0.0003233 -0.0000661
  0.3625000  0.1351000  0.0990888  0.0002770 -0.0000542
  0.3875000  0.1238000  0.1742882  0.0003563 -0.0001329
  0.3875000  0.1351000  0.0989864  0.0003745 -0.0000803
  0.4000000  0.1238000  0.1742281  0.0004079 -0.0001596
  0.4000000  0.1351000  0.0989198  0.0004292 -0.0000974
  0.4125000  0.1238000  0.1741572  0.0004614 -0.0001901
  0.4250000  0.1238000  0.1740745  0.0005153 -0.0002248
  0.4250000  0.1351000  0.0987500  0.0005428 -0.0001400
  0.4125000  0.1351000  0.0988414  0.0004857 -0.0001173
  0.4375000  0.1238000  0.1739789  0.0005674 -0.0002639
  0.4375000  0.1351000  0.0986440  0.0005989 -0.0001662
  0.4500000  0.1238000  0.1738699  0.0006141 -0.0003075
  0.4500000  0.1351000  0.0985228  0.0006497 -0.0001968
  0.4625000  0.1238000  0.1737472  0.0006508 -0.0003555
  0.4750000  0.1238000  0.1736108  0.0006718 -0.0004074
  0.4750000  0.1351000  0.0982344  0.0007144 -0.0002703
  0.4625000  0.1351000  0.0983864  0.0006900 -0.0002316
  0.4875000  0.1238000  0.1734618  0.0006697 -0.0004623
  0.4875000  0.1351000  0.0980675  0.0007157 -0.0003134
  0.5000000  0.1238000  0.1733021  0.0006349 -0.0005191
  0.5000000  0.1351000  0.0978878  0.0006832 -0.0003609
  0.5125000  0.1238000  0.1731351  0.0005556 -0.0005753
  0.5250000  0.1238000  0.1729655  0.0004176 -0.0006273
  0.5250000  0.1351000  0.0975064  0.0004627 -0.0004631
  0.5125000  0.1351000  0.0976991  0.0006038 -0.0004116
  0.5375000  0.1238000  0.1728002  0.0002042 -0.0006697
  0.5375000  0.1351000  0.0973168  0.0002419 -0.0005125
  0.5500000  0.1238000  0.1726479 -0.0001043 -0.0006951
  0.5500000  0.1351000  0.0971409 -0.0000810 -0.0005551
  0.5625000  0.1238000  0.1725202 -0.0005302 -0.0006925
  0.5750000  0.1238000  0.1724313 -0.0010983 -0.0006475
  0.5750000  0.1351000  0.0968854 -0.0011387 -0.0005809
  0.5625000  0.1351000  0.0969919 -0.0005321 -0.0005820
  0.5875000  0.1238000  0.1723966 -0.0018352 -0.0005363
  0.5875000  0.1351000  0.0968460 -0.0019369 -0.0005361
  0.6000000  0.1238000  0.1723672 -0.0027570 -0.0003862
  0.6124000  0.1238000  0.1724110 -0.0038635  0.0000207
  0.6249000  0.1238000  0.1725692 -0.0052453  0.0004187
  0.6373000  0.1238000  0.1727460 -0.0068324  0.0011632
  0.6497000  0.1239000  0.1731322 -0.0086280  0.0021296
  0.5875000  0.1464000  0.0213332 -0.0019584 -0.0005275
  0.5750000  0.1464000  0.0213927 -0.0011317 -0.0004974
  0.5625000  0.1464000  0.0215223 -0.0004998 -0.0004525
  0.5500000  0.1464000  0.0216949 -0.0000362 -0.0003931
  0.5375000  0.1464000  0.0218959  0.0002894 -0.0003333
  0.5250000  0.1464000  0.0221081  0.0005092 -0.0002785
  0.5125000  0.1464000  0.0223207  0.0006482 -0.0002293
  0.5000000  0.1464000  0.0225267  0.0007239 -0.0001858
  0.4875000  0.1464000  0.0227218  0.0007509 -0.0001492
  0.4750000  0.1464000  0.0229017  0.0007441 -0.0001204
  0.4625000  0.1464000  0.0230641  0.0007164 -0.0000971
  0.4500000  0.1464000  0.0232091  0.0006730 -0.0000767
  0.4375000  0.1464000  0.0233379  0.0006180 -0.0000601
  0.4250000  0.1464000  0.0234503  0.0005581 -0.0000484
  0.4125000  0.1464000  0.0235465  0.0004994 -0.0000392
  0.4000000  0.1464000  0.0236286  0.0004415 -0.0000304
  0.3875000  0.1464000  0.0236991  0.0003841 -0.0000232
  0.3750000  0.1464000  0.0237582  0.0003304 -0.0000189
  0.3625000  0.1464000  0.0238065  0.0002837 -0.0000157
  0.3500000  0.1464000  0.0238462  0.0002415 -0.0000117
  0.3375000  0.1464000  0.0238795  0.0002019 -0.0000083
  0.3250000  0.1464000  0.0239064  0.0001668 -0.0000071
  0.3125000  0.1464000  0.0239271  0.0001386 -0.0000063
  0.3000000  0.1464000  0.0239433  0.0001144 -0.0000042
  0.2875000  0.1464000  0.0239568  0.0000917 -0.0000023
  0.2750000  0.1464000  0.0239672  0.0000721 -0.0000023
  0.2625000  0.1464000  0.0239742  0.0000580 -0.0000025
  0.2500000  0.1464000  0.0239792  0.0000464 -0.0000012
  0.2375000  0.1464000  0.0239836  0.0000348  0.0000000
  0.2250000  0.1464000  0.0239868  0.0000250 -0.0000005
  0.2125000  0.1464000  0.0239880  0.0000194 -0.0000011
  0.2000000  0.1464000  0.0239885  0.0000150 -0.0000001
  0.1875000  0.1464000  0.0239894  0.0000095  0.0000008
  0.1750000  0.1464000  0.0239899  0.0000048  0.0000001
  0.1625000  0.1464000  0.0239892  0.0000035 -0.0000007
  0.1500000  0.1464000  0.0239882  0.0000027  0.0000002
  0.1375000  0.1464000  0.0239882  0.0000001  0.0000010
  0.1250000  0.1464000  0.0239880 -0.0000023  0.0000002
  0.1125000  0.1464000  0.0239869 -0.0000017 -0.0000006
  0.1000000  0.1464000  0.0239858 -0.0000012  0.0000002
  0.0875000  0.1464000  0.0239857 -0.0000026  0.0000010
  0.0750000  0.1464000  0.0239857 -0.0000041  0.0000001
  0.0625000  0.1464000  0.0239848 -0.0000029 -0.0000007
  0.0500000  0.1464000  0.0239839 -0.0000019  0.0000001
  0.0375000  0.1464000  0.0239841 -0.0000030  0.0000009
  0.0250000  0.1464000  0.0239843 -0.0000043  0.0000000
  0.0125000  0.1464000  0.0239838 -0.0000030 -0.0000008
  0.0000000  0.1464000  0.0239832 -0.0000019  0.0000000
 -0.0125000  0.1464000  0.0239838 -0.0000030  0.0000008
 -0.0250000  0.1464000  0.0239843 -0.0000043 -0.0000000
 -0.0375000  0.1464000  0.0239841 -0.0000030 -0.0000009
 -0.0500000  0.1464000  0.0239839 -0.0000019 -0.0000001
 -0.0625000  0.1464000  0.0239848 -0.0000029  0.0000007
 -0.0750000  0.1464000  0.0239857 -0.0000041 -0.0000001
 -0.0875000  0.1464000  0.0239857 -0.0000026 -0.0000010
 -0.1000000  0.1464000  0.0239858 -0.0000012 -0.0000002
 -0.1125000  0.1464000  0.0239869 -0.0000017  0.0000006
 -0.1250000  0.1464000  0.0239880 -0.0000023 -0.0000002
 -0.1375000  0.1464000  0.0239882  0.0000001 -0.0000010
 -0.1500000  0.1464000  0.0239882  0.0000027 -0.0000002
 -0.1625000  0.1464000  0.0239892  0.0000035  0.0000007
 -0.1750000  0.1464000  0.0239899  0.0000048 -0.0000001
 -0.1875000  0.1464000  0.0239894  0.0000095 -0.0000008
 -0.2000000  0.1464000  0.0239885  0.0000150  0.0000001
 -0.2125000  0.1464000  0.0239880  0.0000194  0.0000011
 -0.2250000  0.1464000  0.0239868  0.0000250  0.0000005
 -0.2375000  0.1464000  0.0239836  0.0000348 -0.0000000
 -0.2500000  0.1464000  0.0239792  0.0000464  0.0000012
 -0.2625000  0.1464000  0.0239742  0.0000580  0.0000025
 -0.2750000  0.1464000  0.0239672  0.0000721  0.0000023
 -0.2875000  0.1464000  0.0239568  0.0000917  0.0000023
 -0.3000000  0.1464000  0.0239433  0.0001144  0.0000042
 -0.3125000  0.1464000  0.0239271  0.0001386  0.0000063
 -0.3250000  0.1464000  0.0239064  0.0001668  0.0000071
 -0.3375000  0.1464000  0.0238795  0.0002019  0.0000083
 -0.3500000  0.1464000  0.0238462  0.0002415  0.0000117
 -0.3625000  0.1464000  0.0238065  0.0002837  0.0000157
 -0.3750000  0.1464000  0.0237582  0.0003304  0.0000189
 -0.3875000  0.1464000  0.0236991  0.0003841  0.0000232
 -0.4000000  0.1464000  0.0236286  0.0004415  0.0000303
 -0.4125000  0.1464000  0.0235465  0.0004994  0.0000392
 -0.4250000  0.1464000  0.0234503  0.0005581  0.0000484
 -0.4375000  0.1464000  0.0233379  0.0006180  0.0000601
 -0.4500000  0.1464000  0.0232090  0.0006730  0.0000767
 -0.4625000  0.1464000  0.0230640  0.0007164  0.0000971
 -0.4750000  0.1464000  0.0229017  0.0007441  0.0001204
 -0.4875000  0.1464000  0.0227217  0.0007509  0.0001493
 -0.5000000  0.1464000  0.0225267  0.0007237  0.0001860
 -0.5125000  0.1464000  0.0223209  0.0006476  0.0002295
 -0.5250000  0.1464000  0.0221085  0.0005085  0.0002781
 -0.5375000  0.1464000  0.0218958  0.0002897  0.0003325
 -0.5500000  0.1464000  0.0216946 -0.0000349  0.0003931
 -0.5625000  0.1464000  0.0215223 -0.0004995  0.0004532
 -0.5750000  0.1464000  0.0213931 -0.0011324  0.0004978
 -0.5875000  0.1464000  0.0213336 -0.0019590  0.0005276
 -0.6000000  0.1464000  0.0213704 -0.0030641  0.0005543
 -0.6124000  0.1464000  0.0217044 -0.0043978  0.0003594
  0.6621000  0.1239000  0.1735247 -0.0106739  0.0033717
 -0.7305000  0.1240000  0.1754227 -0.0206065 -0.0183243
 -0.7334000  0.1314000  0.1305373 -0.0235837 -0.0206294
 -0.7362000  0.1428000  0.0576875 -0.0273527 -0.0213894
 -0.7500000  0.1422000  0.0636594 -0.0269200 -0.0248003
 -0.7638000  0.1428000  0.0572542 -0.0273085 -0.0283282
 -0.7666000  0.1315000  0.1292903 -0.0236270 -0.0285870
 -0.7767000  0.1444000  0.0412004 -0.0260204 -0.0339614
 -0.7695000  0.1240000  0.1730198 -0.0207861 -0.0300561
 -0.7889000  0.1453000  0.0342307 -0.0243697 -0.0382366
 -0.8011000  0.1458000  0.0303407 -0.0218297 -0.0416428
 -0.8133000  0.1460000  0.0275073 -0.0189767 -0.0443400
 -0.8255000  0.1462000  0.0253903 -0.0159836 -0.0464452
 -0.8379000  0.1462000  0.0234866 -0.0131161 -0.0479209
 -0.8503000  0.1463000  0.0221461 -0.0104244 -0.0489760
 -0.8503000  0.1351000  0.0919406 -0.0095941 -0.0477880
 -0.8379000  0.1350000  0.0935006 -0.0119071 -0.0466266
 -0.8627000  0.1463000  0.0209525 -0.0080545 -0.0496572
 -0.8627000  0.1351000  0.0904480 -0.0075700 -0.0486292
 -0.8626000  0.1576000 -0.0487758 -0.0084325 -0.0501085
 -0.8751000  0.1576000 -0.0491312 -0.0062425 -0.0503122
 -0.8751000  0.1463000  0.0200795 -0.0060447 -0.0500576
 -0.8751000  0.1351000  0.0891845 -0.0057616 -0.0492441
 -0.8626000  0.1690000 -0.1189861 -0.0086175 -0.0501235
 -0.8751000  0.1690000 -0.1186177 -0.0063109 -0.0500351
 -0.8876000  0.1464000  0.0194908 -0.0043978 -0.0502076
 -0.8876000  0.1577000 -0.0491132 -0.0044648 -0.0503229
 -0.9000000  0.1577000 -0.0490540 -0.0030435 -0.0503701
 -0.9000000  0.1464000  0.0189718 -0.0030617 -0.0503945
 -0.9000000  0.1351000  0.0869639 -0.0029588 -0.0498417
 -0.8876000  0.1351000  0.0880080 -0.0041969 -0.0495399
 -0.8876000  0.1690000 -0.1180010 -0.0043486 -0.0498883
 -0.9000000  0.1690000 -0.1173112 -0.0028806 -0.0497375
 -0.9125000  0.1691000 -0.1162231 -0.0017697 -0.0494888
 -0.9125000  0.1577000 -0.0487099 -0.0018802 -0.0502324
 -0.9250000  0.1691000 -0.1151627 -0.0009856 -0.0493173
 -0.9250000  0.1577000 -0.0482496 -0.0010552 -0.0501292
 -0.9375000  0.1691000 -0.1139163 -0.0003205 -0.0491751
 -0.9500000  0.1691000 -0.1126826  0.0000963 -0.0490559
 -0.9500000  0.1577000 -0.0470292  0.0000534 -0.0499456
 -0.9375000  0.1577000 -0.0476582 -0.0004001 -0.0500384
 -0.9625000  0.1691000 -0.1113702  0.0004176 -0.0489758
 -0.9625000  0.1577000 -0.0463731  0.0003718 -0.0498720
 -0.9750000  0.1691000 -0.1100649  0.0005888 -0.0489170
 -0.9750000  0.1577000 -0.0457117  0.0005798 -0.0498143
 -0.9875000  0.1691000 -0.1087599  0.0007192 -0.0488866
 -1.0000000  0.1691000 -0.1074774  0.0007727 -0.0488651
 -1.0000000  0.1577000 -0.0444065  0.0007800 -0.0497374
 -0.9875000  0.1577000 -0.0450536  0.0007114 -0.0497715
 -1.0125000  0.1691000 -0.1062084  0.0007867 -0.0488560
 -1.0125000  0.1577000 -0.0437721  0.0007983 -0.0497133
 -1.0250000  0.1691000 -0.1049636  0.0007501 -0.0488626
 -1.0250000  0.1577000 -0.0431556  0.0007825 -0.0497016
 -1.0375000  0.1691000 -0.1037337  0.0007295 -0.0488768
 -1.0500000  0.1691000 -0.1025294  0.0006770 -0.0488877
 -1.0500000  0.1577000 -0.0419824  0.0007069 -0.0496907
 -1.0375000  0.1577000 -0.0425594  0.0007527 -0.0496960
 -1.0625000  0.1691000 -0.1013396  0.0006203 -0.0489007
 -1.0625000  0.1577000 -0.0414213  0.0006475 -0.0496887
 -1.0750000  0.1691000 -0.1001715  0.0005408 -0.0489208
 -1.0750000  0.1577000 -0.0408778  0.0005825 -0.0496930
 -1.0875000  0.1691000 -0.0990141  0.0004962 -0.0489422
 -1.1000000  0.1691000 -0.0978764  0.0004352 -0.0489557
 -1.1000000  0.1577000 -0.0398406  0.0004669 -0.0497009
 -1.0875000  0.1577000 -0.0403517  0.0005247 -0.0496986
 -1.1125000  0.1691000 -0.0967474  0.0003805 -0.0489679
 -1.1125000  0.1577000 -0.0393401  0.0004073 -0.0497035
 -1.1250000  0.1691000 -0.0956334  0.0003112 -0.0489847
 -1.1250000  0.1577000 -0.0388514  0.0003503 -0.0497101
 -1.1375000  0.1691000 -0.0945240  0.0002802 -0.0490013
 -1.1500000  0.1691000 -0.0934282  0.0002364 -0.0490094
 -1.1500000  0.1577000 -0.0379061  0.0002643 -0.0497186
 -1.1375000  0.1577000 -0.0383742  0.0003056 -0.0497164
 -1.1625000  0.1691000 -0.0923356  0.0002004 -0.0490159
 -1.1625000  0.1577000 -0.0374431  0.0002232 -0.0497203
 -1.1750000  0.1691000 -0.0912527  0.0001510 -0.0490267
 -1.1750000  0.1577000 -0.0369869  0.0001854 -0.0497254
 -1.1875000  0.1691000 -0.0901700  0.0001380 -0.0490375
 -1.2000000  0.1691000 -0.0890966  0.0001122 -0.0490405
 -1.2000000  0.1577000 -0.0360927  0.0001360 -0.0497306
 -1.1875000  0.1577000 -0.0365374  0.0001594 -0.0497300
 -1.2125000  0.1691000 -0.0880228  0.0000929 -0.0490424
 -1.2125000  0.1577000 -0.0356496  0.0001121 -0.0497307
 -1.2250000  0.1691000 -0.0869554  0.0000595 -0.0490488
 -1.2250000  0.1577000 -0.0352098  0.0000900 -0.0497342
 -1.2375000  0.1691000 -0.0858857  0.0000596 -0.0490556
 -1.2500000  0.1691000 -0.0848226  0.0000463 -0.0490554
 -1.2500000  0.1577000 -0.0343402  0.0000672 -0.0497367
 -1.2375000  0.1577000 -0.0347738  0.0000780 -0.0497373
 -1.2625000  0.1691000 -0.0837574  0.0000377 -0.0490546
 -1.2625000  0.1577000 -0.0339062  0.0000545 -0.0497358
 -1.2750000  0.1691000 -0.0826966  0.0000146 -0.0490584
 -1.2750000  0.1577000 -0.0334736  0.0000423 -0.0497382
 -1.2875000  0.1691000 -0.0816324  0.0000222 -0.0490631
 -1.3000000  0.1691000 -0.0805734  0.0000159 -0.0490614
 -1.3000000  0.1577000 -0.0326142  0.0000348 -0.0497392
 -1.2875000  0.1577000 -0.0330434  0.0000386 -0.0497404
 -1.3125000  0.1691000 -0.0795114  0.0000132 -0.0490593
 -1.3125000  0.1577000 -0.0321836  0.0000283 -0.0497378
 -1.3250000  0.1691000 -0.0784530 -0.0000042 -0.0490618
 -1.3250000  0.1577000 -0.0317537  0.0000215 -0.0497397
 -1.3375000  0.1691000 -0.0773906  0.0000067 -0.0490654
 -1.3500000  0.1691000 -0.0763328  0.0000039 -0.0490631
 -1.3500000  0.1577000 -0.0308976  0.0000214 -0.0497400
 -1.3375000  0.1577000 -0.0313254  0.0000218 -0.0497414
 -1.3625000  0.1691000 -0.0752718  0.0000039 -0.0490606
 -1.3625000  0.1577000 -0.0304680  0.0000179 -0.0497384
 -1.3750000  0.1691000 -0.0742138 -0.0000105 -0.0490626
 -1.3750000  0.1577000 -0.0300388  0.0000135 -0.0497400
 -1.3875000  0.1691000 -0.0731518  0.0000015 -0.0490657
 -1.4000000  0.1691000 -0.0720940  0.0000001 -0.0490632
 -1.4000000  0.1577000 -0.0291830  0.0000166 -0.0497401
 -1.3875000  0.1577000 -0.0296107  0.0000155 -0.0497415
 -1.4125000  0.1691000 -0.0710332  0.0000011 -0.0490607
 -1.4125000  0.1577000 -0.0287535  0.0000142 -0.0497385
 -1.4250000  0.1691000 -0.0699749 -0.0000117 -0.0490624
 -1.4250000  0.1577000 -0.0283242  0.0000109 -0.0497399
 -1.4375000  0.1691000 -0.0689129  0.0000002 -0.0490652
 -1.4500000  0.1691000 -0.0678548 -0.0000007 -0.0490628
 -1.4500000  0.1577000 -0.0274680  0.0000148 -0.0497399
 -1.4375000  0.1577000 -0.0278960  0.0000134 -0.0497413
 -1.4625000  0.1691000 -0.0667937  0.0000006 -0.0490604
 -1.4625000  0.1577000 -0.0270382  0.0000129 -0.0497384
 -1.4750000  0.1691000 -0.0657350 -0.0000113 -0.0490619
 -1.4750000  0.1577000 -0.0266087  0.0000099 -0.0497397
 -1.4875000  0.1691000 -0.0646728 -0.0000001 -0.0490646
 -1.5000000  0.1691000 -0.0636143 -0.0000008 -0.0490623
 -1.5000000  0.1577000 -0.0257517  0.0000136 -0.0497397
 -1.4875000  0.1577000 -0.0261801  0.0000123 -0.0497410
 -1.5125000  0.1691000 -0.0625530  0.0000004 -0.0490600
 -1.5125000  0.1577000 -0.0253217  0.0000119 -0.0497383
 -1.5250000  0.1691000 -0.0614939 -0.0000108 -0.0490614
 -1.5250000  0.1577000 -0.0248918  0.0000091 -0.0497395
 -1.5375000  0.1691000 -0.0604314 -0.0000003 -0.0490639
 -1.5500000  0.1691000 -0.0593725 -0.0000009 -0.0490618
 -1.5500000  0.1577000 -0.0240341  0.0000126 -0.0497395
 -1.5375000  0.1577000 -0.0244628  0.0000113 -0.0497407
 -1.5625000  0.1691000 -0.0583110  0.0000002 -0.0490597
 -1.5625000  0.1577000 -0.0236038  0.0000109 -0.0497382
 -1.5750000  0.1691000 -0.0572515 -0.0000101 -0.0490609
 -1.5750000  0.1577000 -0.0231736  0.0000084 -0.0497393
 -1.5875000  0.1691000 -0.0561889 -0.0000001 -0.0490633
 -1.6000000  0.1691000 -0.0551296 -0.0000004 -0.0490614
 -1.6000000  0.1577000 -0.0223152  0.0000122 -0.0497393
 -1.5875000  0.1577000 -0.0227443  0.0000107 -0.0497404
 -1.6125000  0.1691000 -0.0540679  0.0000012 -0.0490595
 -1.6125000  0.1577000 -0.0218847  0.0000111 -0.0497381
 -1.6250000  0.1691000 -0.0530081 -0.0000078 -0.0490607
 -1.6250000  0.1577000 -0.0214544  0.0000094 -0.0497392
 -1.6375000  0.1691000 -0.0519455  0.0000022 -0.0490631
 -1.6500000  0.1691000 -0.0508861  0.0000031 -0.0490615
 -1.6500000  0.1577000 -0.0205958  0.0000148 -0.0497394
 -1.6375000  0.1577000 -0.0210250  0.0000124 -0.0497403
 -1.6625000  0.1691000 -0.0498246  0.0000060 -0.0490600
 -1.6625000  0.1577000 -0.0201656  0.0000153 -0.0497383
 -1.6750000  0.1691000 -0.0487650 -0.0000004 -0.0490613
 -1.6750000  0.1577000 -0.0197357  0.0000157 -0.0497395
 -1.6875000  0.1691000 -0.0477031  0.0000111 -0.0490641
 -1.7000000  0.1691000 -0.0466445  0.0000149 -0.0490632
 -1.7000000  0.1577000 -0.0188786  0.0000260 -0.0497400
 -1.6875000  0.1577000 -0.0193068  0.0000208 -0.0497407
 -1.7125000  0.1691000 -0.0455844  0.0000211 -0.0490625
 -1.7125000  0.1577000 -0.0184498  0.0000302 -0.0497394
 -1.7250000  0.1691000 -0.0445265  0.0000196 -0.0490647
 -1.7250000  0.1577000 -0.0180219  0.0000350 -0.0497408
 -1.7375000  0.1691000 -0.0434671  0.0000354 -0.0490684
